date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	attention	delta_ave	theta_ave	low_alpha_ave	high_alpha_ave	low_beta_ave	high_beta_ave	low_gamma_ave	mid_gamma_ave	attention_ave
19.10.2017_8.32.56	166025	24242	5611	2559	3373	2679	706	25660	51137.90898157577766	284.3545975841974	97.83809681393598	362.09646398142763	101.10698242250241	236.6515675547876	106.26336031132622	271.60863001095623	Infinity
19.10.2017_8.32.57	1298547	25662	13159	21686	6083	9793	1426	97439	2936.06095886230469	10.951656341552734	7.448304176330566	3.842787981033325	6.965311527252197	3.1843435764312744	1.082336187362671	9.812104225158691	80.0
19.10.2017_8.32.58	165325	26641	9843	6174	3175	9016	2316	55017	54159.1651840209961	11.274405479431152	12.548993587493896	18.78809130191803	9.848903894424438	7.576243996620178	1.7253080606460571	23.616554737091064	67.0
19.10.2017_8.32.59	337180	376698	49203	22640	4483	12150	6823	139529	61118.07971572875977	11.53033192952474	12.755327860514322	15.689430316289267	8.747251033782959	8.720418055852255	2.469488541285197	22.779006004333496	65.0
19.10.2017_8.33.0	1200668	16229	21095	17385	4269	13531	4793	49987	43106.87723064422607	51.44021034240723	26.157588958740234	20.573136389255524	8.892317414283752	10.259908497333527	4.8539915680885315	30.486854791641235	59.5
19.10.2017_8.33.1	160213	174071	3805	24916	3607	6052	3007	19542	56137.69992294311524	42.61399517059326	26.601162338256835	21.8609158039093	8.888273906707763	11.524632501602174	5.559564065933228	28.22332057952881	58.8
19.10.2017_8.33.2	1863113	313434	63474	44975	12017	21732	16606	105016	35120.54950841267903	48.68839502334595	23.0022075176239	24.680939714113872	8.650776545206705	10.828702966372171	5.498303135236104	24.762582461039226	54.833333333333336
19.10.2017_8.33.3	1496515	475409	38449	23352	66642	22561	14329	183866	17161.1860297066825	62.0774142401559	31.95219428198678	31.173397370747157	11.037910461425781	13.097384078162056	8.924297366823469	26.98727171761649	49.42857142857143
19.10.2017_8.33.4	746071	198217	64141	32696	48550	26333	4365	92624	23181.70119380950928	81.32293117046356	34.43691736459732	31.818838864564896	27.359278678894043	14.926842719316483	10.985443621873856	32.44687247276306	46.125
19.10.2017_8.33.5	234644	33187	2952	7951	8755	4124	1960	150073	10179.5301742553711	82.2911155488756	40.227658642662895	33.943324433432686	35.77569664849175	16.867240084542168	10.61122006840176	32.79377259148492	42.111111111111114
19.10.2017_8.33.6	76388	27619	3655	14351	10362	10811	3921	113706	26166.6750186920166	75.5637882232666	36.5903502702713	31.775902485847475	34.04000835418701	15.677367520332336	9.882300233840942	35.28099727630615	40.5
19.10.2017_8.33.7	2547428	186241	9203	70398	25395	15986	5494	78125	43153.0294733914462	69.82951294292103	33.700745994394474	30.91179008917375	32.9307975769043	15.45443320274353	9.60431228984486	36.04435227134011	40.72727272727273
19.10.2017_8.33.8	146463	25864	15397	3165	16454	8827	5295	142128	48186.4248596827189	71.05976939201355	31.917601724465687	37.49062325557073	34.67244784037272	15.80112769206365	9.606774886449179	35.53999916712443	41.333333333333336
19.10.2017_8.33.9	197872	29884	13029	1163	7380	4553	2340	14654	60174.53127142099234	66.49278545379639	31.05274125245901	34.97517616932209	34.68250186626728	15.414533560092632	9.581518540015587	37.006927930391754	42.76923076923077
19.10.2017_8.33.10	118225	26393	10681	8294	4163	2861	1638	7576	60165.13506943838937	62.708756174360005	30.0828298670905	32.595606233392445	33.31179870877947	14.706224696976799	9.182889665876116	34.76206047194345	44.0
19.10.2017_8.33.11	953891	179935	21485	5926	18285	10849	8505	69834	43155.83735249837238	59.323469098409014	29.030679941177368	31.27624083360036	31.667446835835776	13.953080574671427	8.7538249651591	32.63501102129619	43.93333333333333
19.10.2017_8.33.12	35709	13209	11715	7004	6883	10656	4392	21902	43159.056378364563	60.72362905740738	29.022672161459923	29.89051005989313	32.10696405172348	13.91051359474659	9.144936472177505	32.27051566541195	43.875
19.10.2017_8.33.12	15929	30227	5618	24428	5511	5787	4432	12488	48150.15485432568718	57.50084582497092	28.238871896968167	28.766902734251584	31.06743593776927	13.85893677262699	9.057919894947725	30.864405169206506	44.11764705882353
19.10.2017_8.33.13	26078	21034	10211	3134	6109	6774	3745	18695	47142.00349182552762	55.06592636638217	27.084365910953945	29.280877040492165	29.981201489766438	13.479098863071865	8.984540780385336	29.413363681899177	44.27777777777778
19.10.2017_8.33.14	16882	20190	4322	5473	7498	6899	4570	27803	60134.8262925398977	52.66737097188046	26.37810246567977	27.989323823075544	29.076287068818743	13.203384361769023	8.854306572361997	28.240718427457306	45.10526315789474
19.10.2017_8.33.15	375202	17843	1282	8145	6223	11137	3889	11678	78128.2668534040451	50.489488053321836	25.34450618028641	27.009688860177995	28.409661483764648	12.962958300113678	8.810769653320312	27.360501658916473	46.75
19.10.2017_8.33.16	32920	25901	10366	7592	13972	7315	3795	191117	80126.04156064987183	48.46821819032942	24.21369699069432	26.322193060602462	27.677317210606166	12.994608300072807	8.713460627056303	26.26876832190014	48.333333333333336
19.10.2017_8.33.17	50519	15262	7954	9898	6943	6719	5620	106052	87120.63622359796004	46.79719909754667	23.743749325925652	25.657915207472715	27.761128945784137	12.808876438574357	8.617366639050571	28.413510073315013	50.09090909090909
19.10.2017_8.33.18	167553	348644	15169	13723	33522	25996	8397	98319	87115.86726344150046	45.06121475800224	23.17293188882911	25.2080827018489	27.18728301836097	12.607299773589425	8.67134651930436	28.949178788972937	51.69565217391305
19.10.2017_8.33.19	59608	75114	12171	20012	4437	10689	3325	115154	74112.55584174394608	49.784379144509636	23.05598748723666	25.044798617561657	29.01805333296458	13.414258927106857	8.927486995855967	29.316274970769882	52.625
19.10.2017_8.33.20	106903	54299	590	2246	1452	1196	425	967	56108.57065103530884	49.15607877731323	22.786322679519653	25.287701191902162	28.22651615142822	13.400666742324828	8.800785808563232	29.913018350601195	52.76
19.10.2017_8.33.21	302853	159523	66708	14514	29646	22665	15107	19485	30105.28746951543368	48.21218569462116	21.935396870741478	24.444083805267628	27.25154276077564	12.937304693918962	8.484619463865574	28.774604140565945	51.88461538461539
19.10.2017_8.33.22	369706	26287	41554	20884	5141	3387	7942	4134	23103.82523552576701	49.10977926960698	24.45715891652637	24.37302123617243	28.571011869995683	13.49005138874054	9.163077983591291	27.984321297318846	50.81481481481482
19.10.2017_8.33.23	1857986	252809	73888	14082	15170	7353	10311	56170	16102.9865083183561	47.780189463070464	25.58463500014373	24.66255890045847	27.93375482729503	13.15321119768279	9.33604209125042	27.039609682347095	49.57142857142857
19.10.2017_8.33.24	77757	23840	1794	3157	5904	2186	2302	21616	1113.36251023720051	50.09303910156776	28.14126792241787	24.56558412107928	28.076406454217846	13.008459991422193	9.64297803722579	26.850223059284275	47.89655172413793
19.10.2017_8.33.25	1082198	505471	89290	35557	29683	15026	9751	41691	13110.14614780743916	48.7822350025177	27.279542285203934	23.905974948406218	27.55224505265554	12.660698878765107	9.452640281120937	26.230436622103056	46.733333333333334
19.10.2017_8.33.26	128973	70420	4634	30208	22589	14886	12325	24350	1114.18128833463115	54.618518752436486	30.288051234137626	24.922240953291617	28.694299859385335	12.846787164288182	9.70374882798041	25.89972029482165	45.25806451612903
19.10.2017_8.33.27	36566	14226	13135	38874	22234	6932	9760	12108	13111.48830784857273	53.90991149842739	29.533045111224055	25.613767851144075	29.293200351297855	13.015843022614717	10.082827152684331	25.38123620580882	44.25
