date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	attention	delta_ave	theta_ave	low_alpha_ave	high_alpha_ave	low_beta_ave	high_beta_ave	low_gamma_ave	mid_gamma_ave	attention_ave
19.10.2017_8.0.31	136691	377217	114435	39689	2833	62344	3434	604726	400.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Infinity
19.10.2017_8.0.32	68400	112985	30691	46437	294	37571	515	199088	3437.92963409423828	221.82369995117188	165.72691345214844	67.11137390136719	6.508692741394043	81.91077423095703	6.53853702545166	287.91387939453125	74.0
19.10.2017_8.0.33	420904	362288	9078	240910	4028	158223	1024	809160	3428.44437885284424	144.10154342651367	105.03406143188477	72.83098602294922	3.4853537529706955	65.61060523986816	3.6762110590934753	191.32651138305664	54.0
19.10.2017_8.0.34	828777	412418	22823	185856	4467	132343	3778	693830	3557.92324638366699	167.08141326904297	74.36053435007732	184.62789408365884	5.441772013902664	113.1017214457194	3.0548473596572876	255.97446950276694	47.666666666666664
19.10.2017_8.0.35	681236	426852	21084	188054	3097	115369	2193	708918	35100.9883713722229	185.94405555725098	64.00456500053406	217.19443130493164	6.681352756917477	128.33300113677979	4.094430297613144	274.56770515441895	44.5
19.10.2017_8.0.36	1446979	388397	38938	43401	3773	82886	2896	459045	41118.63038520812988	198.95990753173828	57.28685245513916	237.4795684814453	6.7725649058818815	133.00434036254882	4.096489500999451	287.1607009887695	43.8
19.10.2017_8.0.37	1763314	263066	174339	51496	13244	114283	8277	845337	40165.8442703882853	203.8667132059733	57.12156311670939	210.1336352030436	7.101690784096718	128.99416414896646	4.32764591773351	275.7234230041504	43.166666666666664
19.10.2017_8.0.38	847730	210079	140089	21040	9103	103968	2165	674331	38212.12197140284948	196.8386284964425	85.04089478084019	192.5612062726702	10.55897645865168	132.03222274780273	6.0003359488078525	293.8341838291713	42.42857142857143
19.10.2017_8.0.39	322245	483588	30099	195861	5345	133887	3156	710261	40215.03781247138977	187.67111778259277	99.77478516101837	172.92824840545654	11.919206749647856	132.61399507522583	5.756520673632622	297.23759746551514	42.125
19.10.2017_8.0.40	204657	59728	5861	58773	1513	35829	479	168403	41201.08633952670627	198.41881137424045	93.52015484703912	190.58672671847873	11.982747087876001	137.44118457370334	5.782833086119758	301.7858946058485	42.0
19.10.2017_8.0.41	248260	487071	3885	139384	3116	157057	2267	665409	47186.65869235992432	182.08182792663575	85.00318794250488	181.47431640625	11.120981058478355	128.39886894226075	5.278878080844879	279.6199249267578	42.5
19.10.2017_8.0.42	433040	519904	150248	40643	4657	95097	3141	649002	48175.95538555492055	191.5697891928933	77.77438016371293	186.4416143243963	10.762952097437598	135.5034758827903	5.185330358418551	283.0010792125355	43.0
19.10.2017_8.0.43	69516	62971	3173	48390	1407	28523	425	167709	40171.31345574061075	201.08602492014566	89.42962718009949	176.6321964263916	10.770421413083872	134.6292282740275	5.250212361415227	285.16758982340497	42.75
19.10.2017_8.0.44	7521	57462	2221	43467	209	52439	1499	187532	41159.617738870474	188.46069922814002	82.89306112436148	169.34213022085336	10.181361755499474	127.15033428485577	4.895379093977121	269.3697521503155	42.61538461538461
19.10.2017_8.0.45	361714	108983	23255	170085	5258	116927	1766	606749	50148.3627278975078	177.407500403268	77.19172523702893	162.49739565168107	9.47266346003328	122.98789378574916	4.741685960974012	256.50304794311523	43.142857142857146
19.10.2017_8.0.46	1783778	1181140	428923	135534	26510	385876	6616	2190148	54145.1677879810333	169.84867121378582	74.2831326007843	170.87483774820964	9.660077720880508	125.03803151448568	4.643394049008688	258.66133270263674	43.86666666666667
19.10.2017_8.0.47	311542	272403	15657	232138	4595	102419	1278	562950	61167.06185559928417	202.65570998191833	108.48873011767864	174.5444140434265	12.987318566069007	148.9523320198059	5.1518679484725	304.9949994087219	44.9375
