date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	attention	delta_ave	theta_ave	low_alpha_ave	high_alpha_ave	low_beta_ave	high_beta_ave	low_gamma_ave	mid_gamma_ave	attention_ave
19.10.2017_8.2.45	1488987	298631	39144	20877	18116	9354	2676	336292	1215.23435357744378	294.2754693733629	210.405362914699	130.2437929194565	40.38196632728096	190.80492032960404	17.620615261700728	440.4493334718453	38.07751937984496
19.10.2017_8.2.46	592040	14128	14473	9109	4573	2952	935	70356	1216.7601129256762	293.3625239152175	209.22219633872692	129.51285006564396	40.40137776113473	189.4308664688697	17.52393338244695	438.29263891073373	37.792307692307695
19.10.2017_8.2.47	77378	19789	3554	7703	4133	4122	567	63995	10216.36057577242377	291.18588692177343	207.78411433714948	128.64078312179515	40.174287369005555	188.01347913268867	17.40266347864202	435.2021135665078	37.58015267175573
19.10.2017_8.2.48	1742184	349273	66041	44130	10955	14003	2805	308192	38214.88400410341495	289.0674587813291	206.24792046077323	127.76387283409184	39.942699340934105	186.62923157756978	17.27776349697149	432.13546537630486	37.583333333333336
19.10.2017_8.2.49	631814	159613	30830	34292	7445	11907	1125	257486	38216.90681976841805	288.43826433769743	205.41583474775902	127.36444349329274	39.83674966728777	185.36356688800612	17.187742434273986	429.9893125806536	37.58646616541353
19.10.2017_8.2.50	905632	1184554	215886	322007	61746	128370	91153	171237	44216.59758624923762	286.9858149272292	204.21528889350037	126.84651752839338	39.669999744242695	184.09620870938943	17.07447717816972	427.69498715471866	37.634328358208954
19.10.2017_8.2.51	1122594	364007	95930	85876	112338	285340	106017	249865	44216.85636904857776	290.02125121929026	205.01946198322156	129.94911792300366	40.46363783478737	183.98289251857335	18.270742624998093	425.13040069297506	37.681481481481484
19.10.2017_8.2.52	406581	66694	24271	53749	21209	44667	34103	139356	44217.5545058828943	289.46265693973095	204.5333202779293	130.0627838524387	42.13152995771345	185.3901151716709	19.66376018195468	422.8788565888124	37.72794117647059
19.10.2017_8.2.53	532000	537187	61654	226994	214851	460781	483014	377515	44216.79062042967246	287.6355352123288	203.29611001919656	129.7772593195856	42.190945739076085	184.4649939380423	20.00698545923198	420.27604233957555	37.77372262773723
19.10.2017_8.2.54	522035	92685	13244	13513	31145	66054	44268	66886	44216.29027012983957	287.8405821081521	202.46948332544687	131.62402785450652	45.59125522491725	187.5213269720907	26.724876345283743	418.53281351448834	37.81884057971015
19.10.2017_8.2.55	188474	71644	33973	31156	13793	32439	36677	89526	44215.77720408988515	286.1614207741168	201.14993334674148	130.84067335853473	45.79516182593304	186.79666274400066	27.155783011973334	415.75042865945284	37.86330935251799
