date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	attention	delta_ave	theta_ave	low_alpha_ave	high_alpha_ave	low_beta_ave	high_beta_ave	low_gamma_ave	mid_gamma_ave	attention_ave
19.10.2017_8.7.56	241032	963861	13224	418877	2049	176193	3853	943204	510.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Infinity
19.10.2017_8.7.57	770519	834388	1507	248064	9177	214177	5320	1171586	3466.9144515991211	566.9389038085938	19.023046493530273	709.9118041992188	4.6415815353393555	231.73179626464844	7.36026668548584	449.10540771484375	85.0
19.10.2017_8.7.58	796676	1791888	87765	686967	2529	388246	4639	2036705	34140.45737838745117	528.855224609375	10.531236290931702	565.1305084228516	13.129316806793213	256.7245559692383	8.798784255981445	503.4859619140625	59.5
19.10.2017_8.7.59	101583	381967	7403	150464	4066	99654	7592	447297	34167.39373524983725	685.9034830729166	49.37720592816671	710.0870056152344	10.68111483256022	341.4115854899089	8.833104451497396	658.943115234375	51.0
19.10.2017_8.8.0	625345	1650674	40744	409010	27780	369823	20940	1782503	34132.58955335617065	570.5821228027344	39.679302513599396	596.2896156311035	10.372112512588501	288.8110237121582	10.298097610473633	547.4429244995117	46.75
19.10.2017_8.8.1	865202	1110582	76430	438986	12016	430461	5440	2092644	34140.80614585876464	650.6621215820312	43.5260187625885	615.6687408447266	21.481781196594238	328.3571502685547	16.412629699707033	607.7143615722656	44.2
19.10.2017_8.8.2	88789	449023	7158	148181	2951	105528	2744	483857	34157.3888266881307	651.0939229329427	54.71155250072479	637.0573959350586	22.631181875864666	368.02079010009766	15.42263158162435	672.5114491780599	42.5
19.10.2017_8.8.3	1661438	773827	27569	557387	16442	367354	3561	1834421	34138.42227581569128	595.8042558942523	48.35711196490696	581.9102369035993	20.368114743913925	335.2662920270647	13.960159982953753	609.3459734235491	41.285714285714285
19.10.2017_8.8.4	80739	296412	7363	100534	1717	62348	1740	325514	34178.80550742149353	578.2217597961426	47.289462238550186	627.2607517242432	22.686949014663696	353.7695732116699	13.063590705394745	642.3683242797852	40.375
19.10.2017_8.8.5	397949	1696763	9388	452351	6028	226723	3657	1297057	34161.42564731174045	533.3401353624132	43.2048122882843	576.4824439154731	20.594056553310818	323.56362491183813	11.969449175728691	588.2103237575955	39.666666666666664
19.10.2017_8.8.6	80692	182950	647	65188	1433	48342	1579	239695	34156.33351516723633	579.8156921386719	40.23061316013336	595.499903869629	19.946415615081786	321.0300010681152	11.470092034339904	591.1511749267578	39.1
19.10.2017_8.8.7	560489	548201	40771	213520	1852	163944	2525	824156	34144.15535111860797	536.881438515403	36.645363650538705	551.3942170576615	18.421701951460406	297.6167890375311	10.691044460643422	547.7808130437678	38.63636363636363
19.10.2017_8.8.8	597122	294007	65207	163630	3043	168963	2546	935118	34145.1137555440267	519.0089333852133	38.504251892367996	535.5938765207926	17.234261949857075	290.7831048965454	10.196443637212118	534.8333981831869	38.25
19.10.2017_8.8.9	195487	158999	2565	108510	1586	88242	1384	372939	47146.70750192495493	492.38303844745343	42.801743521140175	515.7186907254733	16.447688836317795	285.5088192866399	9.7811032808744	527.9427243746244	38.92307692307692
19.10.2017_8.8.10	1060417	750729	34957	385251	8151	162729	4591	1058192	47140.1042902810233	463.8877378191267	39.99968909791538	492.0085639953613	15.525635191372462	273.40044484819686	9.262320246015276	502.9133333478655	39.5
19.10.2017_8.8.11	205796	173640	8794	43580	812	64401	1226	253274	47150.39939651489257	462.3989552815755	40.70135751962662	502.7352595011393	15.768833684921265	269.44132766723635	9.232006200154622	502.9768137613932	40.0
19.10.2017_8.8.12	68954	103757	8034	72151	1528	53306	559	279717	47144.56982612609863	439.87789249420166	38.94513684138656	475.921019077301	14.889259189367294	257.889851808548	8.793023079633713	479.07475328445435	40.4375
19.10.2017_8.8.13	776324	1181730	75251	409048	15270	264665	4904	1305679	44137.19001399769502	417.58805600334614	37.33072981764288	455.11043234432447	14.21346804674934	246.83851376701804	8.328737988191492	458.7254535450655	40.64705882352941
19.10.2017_8.8.14	114423	266334	1604	113570	784	67843	1125	303444	44141.54683929019504	433.0058528052436	41.30848274959458	468.34039137098523	15.43092245525784	252.4673548804389	8.389444457160103	467.78097915649414	40.833333333333336
19.10.2017_8.8.15	890962	778330	19156	528125	8572	188634	4669	1223079	44135.76773322255988	418.4577887685675	39.24909029195183	453.8148249575966	14.704503341724998	243.87156014693412	8.053694649746543	450.76282420911286	41.0
19.10.2017_8.8.16	283083	722302	5689	257815	9115	284272	9097	1241289	44141.35225076675414	420.42456607818605	38.66770543754101	475.8795524597168	14.978089743852616	244.08316707611084	8.0990389585495	457.34411964416506	41.15
19.10.2017_8.8.17	55952	129507	5218	77925	1326	58178	1098	296383	70138.36384700593493	420.63448170253207	37.21215629293805	474.02238900320873	15.287199593725658	250.2677646818615	8.553591205960227	463.71158018566314	42.523809523809526
19.10.2017_8.8.18	408258	1712416	12310	317235	2424	247046	4752	1119893	70132.77918130701238	404.97378106550735	35.8578976474025	458.4726957841353	14.725042467767542	242.36597910794345	8.253757357597351	449.04620881514114	43.77272727272727
19.10.2017_8.8.19	41694	291205	2261	109711	1024	59905	1796	273670	70131.93521939153257	430.84448623657227	35.06834633194882	461.9133652396824	14.325460242188495	245.95753263390583	8.291566071302995	452.7072007552437	44.91304347826087
19.10.2017_8.8.20	1455048	437693	20916	371893	3241	204381	6497	1120867	70126.91877194245656	420.0269633928935	33.7376793200771	450.40917714436847	13.820254559318224	238.98851664861044	8.084673424561819	439.271772702535	45.958333333333336
19.10.2017_8.8.21	905225	771079	6531	283760	5090	208821	3753	1061874	70138.0082271194458	413.5219236755371	33.595071713924405	457.603388671875	13.566658492088317	240.18202285766603	8.263110370635987	443.0494174194336	46.92
19.10.2017_8.8.22	68974	221219	4213	60840	998	57576	654	262022	70142.37022594305185	415.0606054159311	32.66147822370896	458.4979177621695	13.50193248803799	241.50844529958871	8.220842673228336	445.4559393662673	47.80769230769231
19.10.2017_8.8.23	104475	100974	4751	107479	878	56171	518	263457	70137.8053499504372	404.5047334741663	31.672598783616667	445.3300914057979	13.081068484871476	235.3650313483344	7.956607297614768	433.57645501030817	48.629629629629626
19.10.2017_8.8.24	138445	215638	5103	74028	1626	54931	1833	246751	70133.9187436444419	392.17647402627125	30.782204421503202	435.9264866965158	12.680059688431877	229.59439945220947	7.7017202015434	422.56991168430875	49.392857142857146
19.10.2017_8.8.25	194821	115937	1899	77788	567	67343	1834	255924	70130.6255758548605	383.02448627866545	29.97081032909196	425.21601946600555	12.368133446265912	224.1654735433644	7.553340391866092	412.04810228018925	50.10344827586207
19.10.2017_8.8.26	65911	241185	6655	77296	1124	49994	1627	242997	93128.0739744504293	372.5275371551514	29.058704127868015	415.4320487976074	11.992934652169545	219.64293352762857	7.414917943874995	402.37336044311525	51.53333333333333
19.10.2017_8.8.27	488770	626906	19470	206520	3570	245843	3893	904752	93124.5318367558141	365.08464259486044	28.427822611024304	406.2523978448683	11.684732756307048	214.6756981880434	7.272330420632517	393.1242099885018	52.87096774193548
19.10.2017_8.8.28	19827	114888	1291	80849	790	47820	750	226148	90124.88188698887825	365.1980148553848	28.416844790801406	404.4921271800995	11.577830862253904	218.07297670841217	7.277529893442988	394.30137968063354	54.03125
