date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	
19.10.2017_4.38.43	456102	150458	57001	6048	8166	89355	1750	727014	70
19.10.2017_4.38.44	237743	298448	79728	39356	17136	87921	1625	722335	63
19.10.2017_4.38.45	106805	41830	18652	953	1040	40370	493	176338	54
19.10.2017_4.38.46	680589	123026	114476	53342	21099	56116	2030	706819	84
19.10.2017_4.38.47	107264	215574	19340	7653	9105	140808	2025	680807	61
19.10.2017_4.38.48	891727	263981	57143	35974	20124	75006	1035	733189	70
19.10.2017_4.38.49	239020	358742	35238	18726	7111	89286	2626	689584	74
19.10.2017_4.38.50	225523	253300	53735	25851	19457	76303	1921	656567	48
19.10.2017_4.38.51	146934	158040	58323	5751	11162	51330	1164	648480	51
19.10.2017_4.38.52	150420	295489	6486	9730	5724	85163	1826	673276	30
19.10.2017_4.38.53	597785	206547	165927	33540	28784	47294	934	613862	35
19.10.2017_4.38.54	1242881	123236	53978	5174	2997	88005	730	661947	21
19.10.2017_4.38.55	409823	213315	180514	26128	16908	40675	2006	649926	37
19.10.2017_4.38.56	176829	550113	212863	29077	3454	81794	1917	642460	20
19.10.2017_4.38.57	457953	116504	86023	12096	12733	83178	3036	599223	1
19.10.2017_4.38.58	449058	68541	45703	28641	9145	55620	2622	573349	27
19.10.2017_4.38.59	550749	180286	45042	20437	13585	40508	1405	597859	26
19.10.2017_4.39.0	1002779	194665	258567	8219	6740	81600	1704	617741	35
19.10.2017_4.39.1	544264	135889	26919	19836	12672	49565	1486	610652	47
19.10.2017_4.39.2	551829	135601	72686	22628	8095	55875	1562	584036	38
19.10.2017_4.39.3	1555257	147127	103424	5094	19374	30300	1052	595591	27
19.10.2017_4.39.4	329267	345392	120830	28403	13911	50586	1930	542325	21
19.10.2017_4.39.5	432485	276019	3806	1520	8934	34881	831	571203	11
19.10.2017_4.39.6	951881	294010	67330	48960	35028	380660	8637	2224151	1
19.10.2017_4.39.7	192516	206401	109928	14202	6465	52775	1146	552834	16
19.10.2017_4.39.8	1789171	289073	163898	179014	58019	119112	4647	2150966	21
19.10.2017_4.39.9	2188855	437369	226942	19181	58023	177682	5981	2079940	34
19.10.2017_4.39.10	853566	242806	20961	16472	13929	35577	4089	562598	44
19.10.2017_4.39.11	569344	126944	52708	13836	26507	27658	1488	531057	8
19.10.2017_4.39.12	1700112	739493	189114	154829	43882	209526	5481	2059968	8
19.10.2017_4.39.13	140927	241990	29512	26015	10254	66269	6343	527904	7
19.10.2017_4.39.14	653857	128171	40246	22708	9691	26556	1034	460381	4
19.10.2017_4.39.15	1394653	773396	148611	44071	34339	98017	9054	1741633	7
19.10.2017_4.39.16	1205731	395460	46747	76812	9391	31357	1799	452741	1
19.10.2017_4.39.17	75498	8690	1345	3441	327	1482	243	27703	1
19.10.2017_4.39.18	215231	18528	6822	3209	3223	5882	466	119793	1
19.10.2017_4.39.19	725505	154965	64104	11843	2302	42951	809	467925	1
19.10.2017_4.39.20	1782700	1804925	499001	73820	32217	74349	5914	1759453	10
19.10.2017_4.39.21	624832	168970	37927	39684	10831	13139	958	473307	10
19.10.2017_4.39.22	640805	149458	74253	16801	7263	26127	2219	426381	7
19.10.2017_4.39.23	161302	12428	238	3407	945	1011	82	26114	3
19.10.2017_4.39.24	1120059	293335	54084	12479	9964	13741	871	419609	1
19.10.2017_4.39.25	1685078	186228	111885	43092	22997	11736	1675	432132	1
19.10.2017_4.39.26	879494	265988	55919	34354	6756	25883	885	435169	1
19.10.2017_4.39.27	184611	94142	7821	10047	10246	2699	329	100029	1
19.10.2017_4.39.28	860376	404562	73516	33647	26361	24493	4237	408814	1
19.10.2017_4.39.29	326378	402053	13699	17601	16050	24902	987	431731	1
19.10.2017_4.39.30	750583	154425	39001	22470	8402	24704	4396	410160	1
19.10.2017_4.39.31	1322517	413249	21199	12205	7678	17832	1751	370695	1
19.10.2017_4.39.32	1151395	35084	10442	21778	9649	14050	1030	348347	4
19.10.2017_4.39.33	1723105	160018	89612	30391	6966	21943	827	416315	23
19.10.2017_4.39.34	2051539	311253	21752	59347	49948	17034	9659	663543	24
19.10.2017_4.39.35	249748	215633	11159	17114	48788	14791	3809	626566	16
19.10.2017_4.39.36	22447	86319	19273	11882	16005	10970	4146	690846	21
19.10.2017_4.39.36	490767	68726	20355	21710	31752	33869	2985	658889	11
19.10.2017_4.39.37	1180560	130501	9659	9417	19565	12565	4601	724059	27
19.10.2017_4.39.38	1016939	55865	2639	3797	2333	6514	853	172442	35
19.10.2017_4.39.39	167832	29082	5545	8018	1864	1202	1323	168062	40
19.10.2017_4.39.40	4166	6554	7873	13018	5277	7773	3148	529879	26
19.10.2017_4.39.41	642816	287939	27549	16240	20585	13927	3643	674583	26
19.10.2017_4.39.42	1125153	227360	22053	5866	7185	4044	2080	147973	17
19.10.2017_4.39.43	257641	34998	8862	1155	3266	1824	388	140140	1
19.10.2017_4.39.44	19110	27862	24680	3361	6762	4124	2840	585275	11
19.10.2017_4.39.45	842919	159126	8868	69663	16050	6468	4150	332159	1
19.10.2017_4.39.46	424930	36501	2803	2071	5620	3223	523	94310	1
19.10.2017_4.39.47	212000	15018	20618	5729	6053	7507	377	104614	14
19.10.2017_4.39.48	1425431	153490	30656	26807	16167	50411	2368	536822	29
19.10.2017_4.39.49	931087	135555	63378	23335	7228	44686	2809	608851	41
19.10.2017_4.39.50	200587	81202	68978	6680	2115	22914	332	155841	61
19.10.2017_4.39.51	797924	268371	26248	32569	15443	67260	3735	628485	69
19.10.2017_4.39.52	292972	81890	67908	7539	6477	71141	1377	650466	70
19.10.2017_4.39.53	1667104	68295	54350	17831	19990	31662	1544	647898	78
19.10.2017_4.39.54	470244	375140	11833	16157	12493	78780	1073	729264	80
19.10.2017_4.39.55	222446	187745	119836	8398	8268	65557	3301	732067	83
19.10.2017_4.39.56	1142885	247691	70009	48198	11418	77566	3370	664984	83
19.10.2017_4.39.57	856815	482681	33082	5575	9091	113497	2096	665836	75
19.10.2017_4.39.58	448155	305693	58085	41274	15849	77560	2562	647929	75
19.10.2017_4.39.59	2266083	78526	54072	15651	20186	41982	2526	732097	75
19.10.2017_4.40.0	574431	411141	211870	44206	10053	50622	2172	714878	77
19.10.2017_4.40.1	931995	88874	91454	113226	15617	43936	3668	597925	64
19.10.2017_4.40.2	869311	309360	283862	72167	22791	31151	14810	697600	61
19.10.2017_4.40.3	759185	281130	112217	41719	14080	58999	12127	702532	47
19.10.2017_4.40.4	1538417	209763	10648	17759	14071	172258	4856	660331	40
19.10.2017_4.40.5	695638	262730	248477	43349	19305	53524	3227	660520	63
19.10.2017_4.40.6	350941	72391	16780	6294	2380	9643	369	154736	57
19.10.2017_4.40.7	359229	37692	16116	10423	7694	48141	3105	617738	66
19.10.2017_4.40.8	60364	151076	118615	14188	13053	60890	2296	623180	83
19.10.2017_4.40.9	154025	57454	103466	2474	10105	51599	1819	619800	70
19.10.2017_4.40.10	482931	19601	38388	31151	8602	40348	2039	613877	83
19.10.2017_4.40.11	566669	171641	100318	14665	7607	71947	1674	606131	100
19.10.2017_4.40.12	167557	604071	32536	16447	13005	58425	1953	586251	88
19.10.2017_4.40.13	140734	180132	80298	6536	8985	52664	4490	603575	80
19.10.2017_4.40.14	1042836	130258	24159	16207	20533	33438	1304	418314	74
19.10.2017_4.40.15	1814626	701660	184468	138774	75041	102031	16449	1649612	64
19.10.2017_4.40.16	776603	100351	23066	46395	9737	8812	2313	430453	54
19.10.2017_4.40.17	224745	38596	5718	10370	6793	6192	5031	97849	50
19.10.2017_4.40.18	397104	192014	26067	8743	7385	4416	544	98807	44
19.10.2017_4.40.19	352343	22231	8475	13162	1521	6113	1460	92004	20
19.10.2017_4.40.20	130490	46000	4316	26576	3684	4762	541	103213	24
19.10.2017_4.40.21	86787	2526	4687	2688	1286	1057	184	25319	26
19.10.2017_4.40.22	240299	91886	10894	6584	5359	3598	1171	90480	26
19.10.2017_4.40.23	642603	131971	12022	7184	11631	2468	1038	101539	30
19.10.2017_4.40.24	1480158	79500	28983	58531	6306	19840	1967	380995	8
19.10.2017_4.40.25	915369	12250	2367	9255	1392	4548	898	97710	14
19.10.2017_4.40.26	824151	396869	37589	5194	16394	12378	4034	375651	21
19.10.2017_4.40.27	731981	187582	14879	26638	21337	21328	1679	407483	20
19.10.2017_4.40.28	1316374	224485	54487	61194	15302	20085	1491	381404	38
19.10.2017_4.40.29	840945	492853	53948	57389	8655	15939	2552	392160	29
19.10.2017_4.40.30	2259296	111534	115739	119547	19970	19440	3641	371823	10
19.10.2017_4.40.31	362230	77987	7457	27147	7759	4223	1382	80824	16
19.10.2017_4.40.32	897232	164313	17625	25441	33354	15415	2807	403136	8
19.10.2017_4.40.33	399131	9268	13534	2674	2155	2652	399	105189	11
19.10.2017_4.40.34	1031575	192879	42721	58243	16133	29947	1378	507043	24
19.10.2017_4.40.35	364730	69643	82372	53824	22952	64765	2284	640768	30
19.10.2017_4.40.36	174369	167842	107793	3705	7299	75782	1548	421301	53
19.10.2017_4.40.37	188254	408443	153508	23193	3115	87850	1437	490692	66
19.10.2017_4.40.38	1152313	1113987	431620	64637	15186	361009	7091	1934253	69
19.10.2017_4.40.39	172023	306897	87674	48130	4069	46088	2856	479783	78
19.10.2017_4.40.40	221888	170105	102808	20246	4870	43048	1502	483996	66
19.10.2017_4.40.41	1966091	46615	24167	8402	19001	66856	4754	566293	60
19.10.2017_4.40.42	642663	108219	48264	29878	11607	46481	2653	442698	78
19.10.2017_4.40.43	188746	11583	2737	1628	1215	1439	188	22936	80
19.10.2017_4.40.44	229808	55381	3024	7549	4671	3225	381	89275	78
19.10.2017_4.40.45	537933	58601	30747	15759	8019	2780	2371	105606	64
19.10.2017_4.40.46	576541	25365	9329	2962	9323	3201	5895	4045	27
19.10.2017_4.40.47	251402	64686	14073	3087	7407	2978	648	57305	16
19.10.2017_4.40.48	246046	57851	10088	13200	2510	3566	912	73172	8
19.10.2017_4.40.49	326767	230327	17661	1214	4254	3336	784	80710	8
19.10.2017_4.40.50	1526121	161306	17279	30438	27862	21257	1596	433072	3
19.10.2017_4.40.51	980493	148913	23943	26236	7440	21276	2233	392082	7
19.10.2017_4.40.52	118549	18640	11531	18923	1407	6951	1067	102880	17
19.10.2017_4.40.53	772779	102665	23926	53608	19983	36433	2234	488838	30
19.10.2017_4.40.54	1517097	297452	11518	57559	25775	26187	948	455158	60
19.10.2017_4.40.55	1704498	402078	55710	25252	7018	30193	1014	456362	54
19.10.2017_4.40.56	311781	67137	48615	20977	20923	23055	2670	415235	50
19.10.2017_4.40.57	407628	268877	80593	45389	10309	30449	2316	474969	50
19.10.2017_4.40.58	1479983	331655	122052	60915	11666	199128	7745	1882589	40
19.10.2017_4.40.59	897595	210266	25334	20744	12382	10470	1277	362966	56
19.10.2017_4.41.0	1286275	354385	40186	6907	35171	24840	1168	307610	53
19.10.2017_4.41.1	566833	412708	112856	25037	21049	21564	3089	354062	43
19.10.2017_4.41.2	686914	53028	28271	6326	2712	4606	621	98337	37
19.10.2017_4.41.3	1679408	106781	12357	9386	16730	31338	1620	400347	16
19.10.2017_4.41.4	779213	211343	65078	27429	12871	24073	3241	384250	35
19.10.2017_4.41.5	392153	36501	8994	2900	3286	4600	2649	23821	37
19.10.2017_4.41.6	59742	21884	28614	12499	8340	8985	9421	384912	44
19.10.2017_4.41.7	165309	25435	19068	8433	5376	5578	1464	99552	54
19.10.2017_4.41.8	221191	191413	7129	24344	29118	5273	2288	416738	47
19.10.2017_4.41.9	760072	43674	83317	42855	22884	14585	11537	423208	35
19.10.2017_4.41.10	22358	21607	23467	15448	6391	6458	1662	396841	35
19.10.2017_4.41.11	9781	31376	9780	13694	3798	3193	3919	394662	30
19.10.2017_4.41.12	37918	8684	15343	5894	3584	3756	2044	410796	26
19.10.2017_4.41.13	104180	35665	29560	11406	7366	5661	2217	414228	43
19.10.2017_4.41.14	10842	20026	2734	6381	2705	5913	5253	363474	41
19.10.2017_4.41.15	17798	17842	9576	4206	13468	1835	5765	264799	47
19.10.2017_4.41.16	39085	23685	6360	5370	4816	6213	6657	293951	47
19.10.2017_4.41.17	168149	94022	6810	5163	7211	1000	864	79530	50
19.10.2017_4.41.18	33570	9976	12819	17417	13935	8537	5834	442660	34
19.10.2017_4.41.19	819756	31600	32421	17237	9388	2989	3356	110846	35
19.10.2017_4.41.20	233105	134903	3668	13251	11768	3841	2296	170533	30
19.10.2017_4.41.21	215979	71264	7471	7938	1116	2463	755	42274	14
19.10.2017_4.41.22	1416952	362439	22098	94517	47421	14658	7174	683332	24
19.10.2017_4.41.23	208922	67996	20067	3539	2422	2566	2467	138166	7
19.10.2017_4.41.24	852494	522833	52956	55787	33527	23271	4637	583279	4
19.10.2017_4.41.25	168320	29693	2137	5421	1604	1937	1548	38934	7
19.10.2017_4.41.26	927114	51300	17706	6410	24218	2805	1276	162870	13
19.10.2017_4.41.27	2063794	74015	21234	17814	21095	9569	5221	158324	13
19.10.2017_4.41.28	120012	161844	10537	18199	17840	12646	4578	186227	23
19.10.2017_4.41.29	1090679	41534	16172	10377	9472	11778	2765	165036	29
19.10.2017_4.41.30	1832714	192660	50206	44344	89486	17360	4411	717343	40
19.10.2017_4.41.31	73493	14275	3596	3539	777	1940	306	46584	44
19.10.2017_4.41.32	401199	45997	1924	6817	1874	1228	1883	41267	47
19.10.2017_4.41.33	478260	416558	29975	107906	10228	37362	5015	905115	37
19.10.2017_4.41.34	1160345	27360	6896	15302	11376	4908	5837	50989	27
19.10.2017_4.41.35	472668	181346	33157	6753	12614	13642	3928	109688	30
19.10.2017_4.41.36	1784869	1321089	1102211	239720	225193	168080	131608	1714912	27
19.10.2017_4.41.37	315796	336620	155729	45300	19021	42133	19922	584039	38
19.10.2017_4.41.38	770483	95973	54292	40999	17560	16332	4533	89784	38
19.10.2017_4.41.39	381072	86466	37020	7868	5820	13947	5431	126074	38
19.10.2017_4.41.40	404212	101662	23786	13616	10494	8710	5017	107530	41
19.10.2017_4.41.41	3218772	708129	864076	877522	73691	291986	81761	1386176	41
19.10.2017_4.41.42	1108342	335689	17763	15655	14878	10697	4008	233349	44
19.10.2017_4.41.43	97703	20514	34980	6271	18350	24966	9345	417844	35
19.10.2017_4.41.44	131737	15131	4302	5511	4737	1063	292	100820	48
19.10.2017_4.41.45	17536	10754	13407	15605	5679	2480	3131	412975	44
19.10.2017_4.41.46	35533	64900	17804	3494	6304	5633	3307	371045	38
19.10.2017_4.41.47	36246	29799	2448	7552	12844	5562	2307	437415	47
19.10.2017_4.41.48	12561	20015	3502	3945	17034	5028	7034	414141	37
19.10.2017_4.41.49	1186610	99217	3450	9917	18701	5422	1853	95716	50
19.10.2017_4.41.50	215091	72252	32491	36301	8137	6125	4235	121597	48
19.10.2017_4.41.51	832688	17124	20694	22770	26855	8961	6205	144121	43
19.10.2017_4.41.52	2989008	135027	10965	9403	12210	15481	3626	625932	43
19.10.2017_4.41.53	937825	192558	16373	130351	71867	30028	44844	522130	38
19.10.2017_4.41.54	155935	15301	3170	715	1617	1330	1096	7296	44
19.10.2017_4.41.55	97735	27468	2305	6426	6019	17005	8281	102500	50
19.10.2017_4.41.56	138959	88271	34004	37733	23350	20407	13178	48720	60
19.10.2017_4.41.57	989346	340293	78343	13003	19122	23730	10654	95466	61
19.10.2017_4.41.58	148429	22803	8389	10997	16232	8293	14779	94268	56
19.10.2017_4.41.59	804909	211914	25075	39299	19417	25911	13332	97528	67
19.10.2017_4.42.0	122304	41954	23456	21607	9758	14398	19457	90628	51
19.10.2017_4.42.1	4668	15056	13590	32158	9685	10578	24265	58582	54
19.10.2017_4.42.2	48716	88127	7266	52471	13811	11024	30301	74987	66
19.10.2017_4.42.3	100458	39192	16007	15742	4463	21143	13373	87072	56
19.10.2017_4.42.4	17105	40549	9822	47860	6980	14776	15967	83281	66
19.10.2017_4.42.5	14645	27690	13606	10780	11542	13448	18164	73034	66
19.10.2017_4.42.6	20412	24376	11967	12215	16091	8736	21627	134111	69
19.10.2017_4.42.7	10001	20593	10200	24909	23743	14078	13029	69159	80
19.10.2017_4.42.8	124743	47580	29717	27346	10631	20756	11145	82911	78
19.10.2017_4.42.9	206923	178882	46914	12439	12195	16199	8232	127898	81
19.10.2017_4.42.10	767695	104104	6859	57355	20590	21334	17865	84443	67
19.10.2017_4.42.11	810412	146236	57057	53183	22518	21425	25883	336309	63
19.10.2017_4.42.12	1105120	103331	24141	11398	7173	9065	10112	139042	53
19.10.2017_4.42.13	154910	128157	9664	15209	3172	9299	11609	61868	41
19.10.2017_4.42.14	206291	61452	8237	11469	5939	2529	1527	15485	41
19.10.2017_4.42.15	71244	27203	5575	10368	20513	12654	18902	141045	27
19.10.2017_4.42.16	838787	115391	45612	16597	29386	19277	11796	84955	41
19.10.2017_4.42.17	1445730	389188	18922	25738	11996	23492	18516	33013	47
19.10.2017_4.42.18	1870510	486810	576362	439600	122575	125591	78903	92741	44
19.10.2017_4.42.19	861317	209221	29399	18715	32246	42903	2530	200325	44
19.10.2017_4.42.20	794709	69084	21309	5738	15082	32136	2361	200776	44
19.10.2017_4.42.21	603801	32404	7809	5726	9931	6202	1505	133997	66
19.10.2017_4.42.22	1078049	182505	254988	104441	74932	78855	16216	1902999	60
19.10.2017_4.42.23	384634	34521	6539	2513	4724	5235	587	97408	61
19.10.2017_4.42.24	5603	7182	5027	463	650	3289	213	42815	67
19.10.2017_4.42.25	345807	30553	7435	7257	6505	26951	1366	176691	66
19.10.2017_4.42.26	81361	19726	12125	1187	9606	26817	920	186404	80
19.10.2017_4.42.27	1495222	113460	109243	11111	10304	119928	3280	612468	96
19.10.2017_4.42.28	221701	82179	38569	2888	3355	16264	1028	126682	100
19.10.2017_4.42.29	795503	363917	28248	17318	29389	15425	6267	655480	100
19.10.2017_4.42.30	87234	21953	1764	1330	1139	711	206	40967	77
19.10.2017_4.42.31	597487	171001	25738	103052	11451	16691	6494	521862	47
19.10.2017_4.42.32	342245	504436	142574	21064	40080	37871	15846	710373	26
19.10.2017_4.42.33	1258437	275335	20256	42208	18768	9197	3226	218515	20
19.10.2017_4.42.34	447093	52161	2473	1792	4749	1561	319	45729	16
19.10.2017_4.42.35	740857	307310	1760	4880	44056	13223	9763	554143	16
19.10.2017_4.42.36	562716	43407	20690	30329	5146	8655	4331	591437	13
19.10.2017_4.42.37	2351696	587944	13150	58744	62486	19914	8274	591871	17
19.10.2017_4.42.38	1108233	47375	10219	5024	8261	2087	1264	125451	17
19.10.2017_4.42.39	422536	224217	23308	26147	5890	13829	2950	94922	20
19.10.2017_4.42.40	1833050	116215	79049	6172	12915	7893	9795	275953	21
19.10.2017_4.42.41	809299	136951	57671	11946	13854	16838	14770	234100	13
19.10.2017_4.42.42	664873	104081	50496	42833	17889	9777	6943	303321	23
19.10.2017_4.42.43	379726	201223	58243	29170	48684	32480	9754	271933	26
19.10.2017_4.42.44	72063	11137	2945	2207	3063	831	1158	18314	35
19.10.2017_4.42.45	2136047	250664	128796	56085	34586	23039	17630	191966	37
19.10.2017_4.42.46	1904144	171845	53795	38191	26978	11349	7955	232385	30
19.10.2017_4.42.47	1165265	196717	10502	23076	6824	18222	2397	212846	29
19.10.2017_4.42.48	344529	32412	3229	7074	5328	5029	1801	166803	26
19.10.2017_4.42.49	526953	91490	83970	61414	26324	28185	2750	655065	34
19.10.2017_4.42.50	1201595	136765	11330	26792	16405	9964	11197	573744	41
19.10.2017_4.42.51	1776795	196869	18700	34927	35812	6309	6107	438409	44
19.10.2017_4.42.52	302410	63903	12520	3183	3623	2645	1533	87097	34
19.10.2017_4.42.53	765605	74917	9134	8830	3244	8015	3862	382984	23
19.10.2017_4.42.54	84024	112317	37003	33048	15617	6465	5785	366488	20
19.10.2017_4.42.55	2670	43304	2537	9739	3780	1314	1312	363331	14
19.10.2017_4.42.56	753031	157831	67850	24903	15090	8965	3007	356365	14
19.10.2017_4.42.57	14830	12665	4401	8812	9746	4834	3242	340917	14
19.10.2017_4.42.58	397994	46062	24740	49556	7375	11074	1471	384087	23
19.10.2017_4.42.59	745699	45241	37217	44906	13690	6153	1297	384896	30
19.10.2017_4.43.0	402955	70960	26514	12058	40103	7177	5437	329665	38
19.10.2017_4.43.1	64005	114578	19749	5318	7662	7417	1819	378226	44
19.10.2017_4.43.1	66238	80399	32962	13092	3328	5183	2026	401820	34
19.10.2017_4.43.2	139881	48255	16908	6868	6115	1730	1866	371191	24
19.10.2017_4.43.3	287766	57756	6522	13394	4374	10624	2770	350584	17
19.10.2017_4.43.4	127012	29951	7951	8608	3022	1016	237	98220	24
19.10.2017_4.43.5	364793	171277	3335	37087	11001	13522	2593	340914	16
19.10.2017_4.43.6	7977	8624	13304	8030	7634	3539	749	375029	21
19.10.2017_4.43.7	565092	80525	4812	27499	11975	9788	1188	361551	38
19.10.2017_4.43.8	826939	85505	103920	64417	45755	25957	3023	386995	35
19.10.2017_4.43.9	1225997	66019	22971	18588	17996	5866	1615	373186	50
19.10.2017_4.43.10	86410	42737	3076	20960	25328	5771	1254	423388	48
19.10.2017_4.43.11	2196450	208729	29253	3265	28893	12700	6701	382972	44
19.10.2017_4.43.12	14199	11293	46078	31298	9511	2558	1380	414449	40
19.10.2017_4.43.13	17086	58848	22375	39360	17861	2539	3056	408876	27
19.10.2017_4.43.14	60231	22782	4314	1979	2719	2728	708	96447	17
19.10.2017_4.43.15	166678	40622	6555	8436	3686	1639	375	94247	20
19.10.2017_4.43.16	471070	9358	4278	9404	2426	1557	444	97056	13
19.10.2017_4.43.17	459428	354476	33431	16594	16185	24480	4742	665887	21
19.10.2017_4.43.18	62658	257072	23127	29936	33367	38112	6042	519902	30
19.10.2017_4.43.19	397316	51497	2733	14345	6537	2440	1458	129346	35
19.10.2017_4.43.20	2192998	32883	17754	13541	7579	5265	1822	518538	37
19.10.2017_4.43.21	1181447	162461	2889	7883	16491	11280	3467	487463	38
19.10.2017_4.43.22	226598	167908	14758	69528	44153	4079	2699	495042	40
19.10.2017_4.43.23	293735	67784	8273	17505	30922	10390	5838	427437	20
19.10.2017_4.43.24	62196	174274	18589	14366	4245	8400	7470	505361	30
19.10.2017_4.43.25	177797	16917	17720	3394	3016	1382	889	115338	26
19.10.2017_4.43.26	119199	20553	4715	13091	13481	2164	418	99480	20
19.10.2017_4.43.27	911312	310975	24855	15752	21611	7034	3291	396591	30
19.10.2017_4.43.28	1349417	94263	49771	6786	18858	14014	6354	449022	14
19.10.2017_4.43.29	38854	13760	38069	6249	5855	3455	4214	473217	21
19.10.2017_4.43.30	495931	22934	572	2504	15342	4953	1105	97800	26
19.10.2017_4.43.31	32678	10267	11509	18386	5970	6697	2094	483201	38
19.10.2017_4.43.32	63778	6370	14933	5042	3776	929	646	97808	60
19.10.2017_4.43.33	571612	102048	8904	28183	45934	18180	4241	463790	51
19.10.2017_4.43.34	56573	23385	11237	17713	5047	6369	2334	445704	57
19.10.2017_4.43.35	197501	46349	5291	1770	1997	3037	437	96840	54
19.10.2017_4.43.36	282824	59146	47983	6956	11226	9439	1795	381299	43
19.10.2017_4.43.37	51086	7228	6017	6084	3018	678	852	93673	51
19.10.2017_4.43.38	147523	76286	18989	17499	13903	9695	3727	367048	38
19.10.2017_4.43.39	12980	2315	10626	1868	5812	7461	2816	336751	35
19.10.2017_4.43.40	54741	132597	54739	7279	13092	22979	7672	360715	56
19.10.2017_4.43.41	481719	50486	30397	8145	2621	2260	2887	64475	60
19.10.2017_4.43.42	134247	103888	35109	11937	8069	9575	2977	291459	57
19.10.2017_4.43.43	55788	27673	5434	21323	1893	1374	623	71573	54
19.10.2017_4.43.44	289000	55393	19122	13169	14319	4859	5099	318766	24
19.10.2017_4.43.45	209111	25015	18305	26700	13139	4425	4553	259427	17
19.10.2017_4.43.46	85165	323422	1798	17167	9337	5466	2498	271159	26
19.10.2017_4.43.47	822647	479950	5577	51167	45260	17628	10986	280852	13
19.10.2017_4.43.48	102247	12569	7725	5866	5585	1616	434	52109	14
19.10.2017_4.43.49	300895	25804	11791	8335	11373	5697	3311	239770	16
19.10.2017_4.43.50	290116	55068	14290	12547	12617	2753	546	53411	23
19.10.2017_4.43.51	124438	6576	8613	4297	4738	2139	830	51982	29
19.10.2017_4.43.52	150365	29358	4207	1710	1442	1530	454	50817	43
19.10.2017_4.43.53	88381	67271	15004	12366	23232	9818	6518	145752	38
19.10.2017_4.43.54	222107	108578	29007	17613	9015	7675	3175	213955	37
19.10.2017_4.43.55	453165	111859	22188	29909	17638	4490	3748	186576	40
19.10.2017_4.43.56	2177821	95989	19982	26933	17710	37389	6912	176520	26
19.10.2017_4.43.57	15325	51967	38825	9708	13709	4696	5016	172253	44
