date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	
19.10.2017_5.50.15	133532	67635	21067	16873	10174	4122	2602	82063	54
19.10.2017_5.50.16	245218	46241	12154	8870	23787	6424	4531	133558	54
19.10.2017_5.50.17	776538	146590	8922	26514	16720	4700	3762	143256	57
19.10.2017_5.50.18	943809	273933	67665	22488	5747	16806	11996	22022	50
19.10.2017_5.50.19	311839	177653	42266	14607	11504	7603	4695	93543	43
19.10.2017_5.50.20	91556	17383	6263	5325	2610	4465	1017	17541	41
19.10.2017_5.50.21	1552300	48912	11397	33844	24055	17032	11403	45765	44
19.10.2017_5.50.22	1156724	805179	21393	61844	20133	12930	8899	301756	56
19.10.2017_5.50.23	363368	80837	15068	14435	20679	5638	3893	280873	50
19.10.2017_5.50.24	141192	6997	3093	1486	1020	297	140	14767	53
19.10.2017_5.50.25	58281	6616	1691	1768	4964	2121	522	70597	41
19.10.2017_5.50.26	291178	23859	15959	16617	3299	3681	3050	297736	43
19.10.2017_5.50.27	232984	86158	24210	12855	5462	7097	7026	248669	53
19.10.2017_5.50.28	87029	9766	7078	8234	5742	2246	729	62594	53
19.10.2017_5.50.29	1061191	294554	25805	10449	11324	16215	3042	216990	60
19.10.2017_5.50.30	141009	33501	13293	19124	9995	4157	2645	219758	50
19.10.2017_5.50.31	168947	21115	7946	5636	1550	2063	1075	58788	50
19.10.2017_5.50.32	55341	27959	9133	6052	7298	6728	3732	268151	51
19.10.2017_5.50.33	25546	35899	18689	13571	5021	3773	4806	279879	54
19.10.2017_5.50.34	260322	89114	26484	18806	5927	3597	1130	59092	54
19.10.2017_5.50.35	117419	22055	2970	7622	6634	1813	1090	55608	50
19.10.2017_5.50.36	888910	89074	22972	28239	23378	10767	4213	239771	50
19.10.2017_5.50.37	1102429	130988	22857	39443	15642	13160	5660	325278	44
19.10.2017_5.50.38	519851	21413	7035	10768	29472	5942	2567	62846	47
19.10.2017_5.50.39	2072744	266645	42229	29534	10037	3661	3842	176276	56
19.10.2017_5.50.40	163138	4863	1405	4950	5878	2627	1097	34572	47
19.10.2017_5.50.41	253602	83801	52381	30689	18861	6677	4767	175006	54
19.10.2017_5.50.42	69784	388359	74496	24364	44564	9400	8271	223673	51
19.10.2017_5.50.43	608914	76479	9487	13829	5740	5776	4702	174480	40
19.10.2017_5.50.44	331927	142835	27600	22447	17792	13153	14806	161727	50
19.10.2017_5.50.45	1233407	91023	48869	7544	13729	8348	10258	202528	41
19.10.2017_5.50.46	87954	28547	8650	15688	14038	6781	4863	220201	44
19.10.2017_5.50.47	143345	2454	3488	2034	642	579	366	15266	54
19.10.2017_5.50.48	81083	33609	2942	11428	11986	8931	8387	254656	56
19.10.2017_5.50.49	273194	51546	31484	40788	15741	8745	3271	172179	63
19.10.2017_5.50.50	132514	18188	13774	2584	4455	2990	2129	40896	63
19.10.2017_5.50.51	687861	279092	40781	22224	11654	10459	6941	189864	60
19.10.2017_5.50.52	165294	23117	5241	1058	3250	2551	1199	59864	54
19.10.2017_5.50.53	77074	86892	19317	18163	7527	7736	7463	235076	50
19.10.2017_5.50.54	1940897	139434	9882	40429	6171	14535	9990	267932	50
19.10.2017_5.50.55	1458126	261747	74958	51351	20056	22789	35807	218043	50
19.10.2017_5.50.56	863767	143644	23724	9106	18953	8091	4578	285308	54
19.10.2017_5.50.57	91452	73441	856	12856	17984	12570	6935	279911	51
19.10.2017_5.50.58	124083	27526	2851	3596	5551	1711	1695	51909	56
19.10.2017_5.50.59	26443	70818	8446	14602	5176	5399	1207	108183	53
19.10.2017_5.51.0	172832	37879	15858	8788	3524	1464	1240	58409	51
19.10.2017_5.51.1	216375	111510	13207	15250	23726	4426	3908	210657	48
19.10.2017_5.51.1	24317	43114	10322	6611	17977	4511	5219	148455	38
19.10.2017_5.51.2	70797	15846	1641	7223	8636	2467	2236	40010	41
19.10.2017_5.51.3	72057	71826	7647	38991	13470	7155	3777	214968	43
19.10.2017_5.51.4	173660	42930	30757	27304	9857	3603	7130	193003	50
19.10.2017_5.51.5	211070	11424	11511	3555	6011	3236	2974	47362	50
19.10.2017_5.51.6	221310	85655	26219	3276	18923	16004	8486	152214	53
19.10.2017_5.51.7	101294	54652	9839	17023	12264	8764	8532	159274	56
19.10.2017_5.51.8	63453	38305	11412	7036	6022	2549	1773	29841	60
19.10.2017_5.51.9	73444	31714	2522	2162	1851	2215	886	45171	61
19.10.2017_5.51.10	614892	276942	29431	30691	11733	2245	3647	155821	56
19.10.2017_5.51.11	93314	9589	3795	13380	10217	5141	3428	139747	38
19.10.2017_5.51.12	271043	136820	15581	6695	20286	8814	8648	161769	41
19.10.2017_5.51.13	70221	5062	817	2395	3848	2436	1648	70836	43
19.10.2017_5.51.14	761952	433072	39003	4856	88881	110814	72872	199081	53
19.10.2017_5.51.15	1378577	128931	50058	16556	10246	9847	12385	211602	75
19.10.2017_5.51.16	70950	23595	12460	2414	2418	938	1122	32292	66
19.10.2017_5.51.17	229834	51576	4736	4648	15243	9550	7089	90847	61
19.10.2017_5.51.18	588914	43885	21710	19188	18925	13018	7249	147434	57
19.10.2017_5.51.19	143023	7713	6661	5312	872	1633	362	42566	54
19.10.2017_5.51.20	22985	55950	1011	13787	15981	7011	3546	182212	57
19.10.2017_5.51.21	792899	451787	15908	38572	75970	64343	55155	38716	66
19.10.2017_5.51.22	328113	165385	22242	50210	40287	15709	12656	29059	64
19.10.2017_5.51.23	790799	163894	24296	18753	14876	21874	6877	25169	60
19.10.2017_5.51.24	77041	17523	3547	1933	5412	8062	3725	11054	61
19.10.2017_5.51.25	1180677	278033	60493	29857	24692	64014	13044	91881	69
19.10.2017_5.51.26	20916	55904	11646	6803	5006	3182	5144	126066	70
19.10.2017_5.51.27	5406	11197	6757	10231	12066	2762	1717	154704	67
19.10.2017_5.51.28	211179	45820	20107	10744	5161	3733	2328	37603	67
19.10.2017_5.51.29	44204	14000	2481	2537	2305	901	2346	28613	54
19.10.2017_5.51.30	93973	64483	7813	3274	4387	11101	6845	139864	47
19.10.2017_5.51.31	20404	32264	5929	7780	16528	6681	11092	65315	54
19.10.2017_5.51.32	616255	492422	36367	18277	70554	27281	42083	81725	57
19.10.2017_5.51.33	49886	16749	1458	2644	2249	2588	1802	16944	57
19.10.2017_5.51.34	417994	212940	2410	9003	9807	10356	3686	8739	63
19.10.2017_5.51.35	1034550	39459	42068	52954	37720	14032	7047	30277	56
19.10.2017_5.51.36	19802	37482	22254	3472	9757	3811	2378	114212	54
19.10.2017_5.51.37	25012	12425	6027	9814	13283	10892	5088	141772	54
19.10.2017_5.51.38	69354	9959	368	823	866	821	244	8759	63
19.10.2017_5.51.39	42162	12085	51970	10919	15663	8768	2886	55823	64
19.10.2017_5.51.40	202468	27012	6637	5008	5585	3638	6469	9509	66
19.10.2017_5.51.41	222407	25602	2367	7086	2541	1566	581	784	69
19.10.2017_5.51.42	391251	217148	5922	12860	14551	4803	4954	29770	56
19.10.2017_5.51.43	229644	21652	3986	1757	2590	1824	1666	9719	48
19.10.2017_5.51.44	3068498	429466	5293	14949	12728	12884	12425	21460	44
19.10.2017_5.51.45	450276	66775	22527	7874	27541	10399	8470	52805	37
19.10.2017_5.51.46	847110	76924	22135	32647	13445	12800	8750	22941	43
19.10.2017_5.51.47	170964	125442	5852	8537	12589	10767	13139	31780	51
19.10.2017_5.51.48	113058	22616	738	2033	2566	880	1233	6623	53
19.10.2017_5.51.49	276966	76749	21957	31054	16065	4665	4414	15276	53
19.10.2017_5.51.50	129108	112596	14846	11843	5626	8045	12548	6134	47
19.10.2017_5.51.51	60271	30279	10829	7407	7313	5601	5503	5926	44
19.10.2017_5.51.52	54001	25645	7979	7882	6185	8653	3925	5186	47
19.10.2017_5.51.53	120703	32364	7728	6148	3254	2688	1554	837	57
19.10.2017_5.51.54	882328	28801	14413	17236	5844	6912	3356	4025	61
19.10.2017_5.51.55	93951	39341	3712	18507	1735	1809	820	803	64
19.10.2017_5.51.56	56326	4589	2067	1963	1641	889	1092	1014	56
19.10.2017_5.51.57	139227	15391	6661	5950	4236	1526	1259	2334	51
19.10.2017_5.51.58	116232	170901	2148	8800	32348	9680	11530	6301	51
19.10.2017_5.51.59	118201	12838	7664	6676	2516	1063	1013	996	47
19.10.2017_5.52.0	18129	29038	18826	23865	13579	11437	9453	5881	48
19.10.2017_5.52.1	126610	7234	5530	10736	4152	2621	1639	2992	51
19.10.2017_5.52.2	26837	54058	33002	24796	10754	4662	4589	4600	56
19.10.2017_5.52.3	30542	54313	4988	27973	23252	15324	5274	6146	54
19.10.2017_5.52.4	237503	29001	5630	1704	2320	1625	2319	529	64
19.10.2017_5.52.5	18772	17553	12994	29413	19428	20319	14528	11072	56
19.10.2017_5.52.6	15743	75968	16458	16928	7150	10457	8869	14288	63
19.10.2017_5.52.7	58031	25806	59022	24550	12906	2621	10994	3212	67
19.10.2017_5.52.8	11035	10111	1297	4902	5016	4744	2888	3383	54
19.10.2017_5.52.9	397714	34999	26348	10470	14665	6106	4881	5859	64
19.10.2017_5.52.10	123985	47416	22746	8537	14433	4181	4153	2462	56
19.10.2017_5.52.11	136703	191184	16784	29540	18356	28722	23422	10392	53
19.10.2017_5.52.12	441942	31055	16218	4606	3625	7814	4060	3450	63
19.10.2017_5.52.13	846340	47762	951	8568	3943	4150	2682	1772	60
19.10.2017_5.52.14	548068	158151	41501	8460	10866	5666	5178	5888	60
19.10.2017_5.52.15	1115204	458136	86818	29907	26213	16523	13365	18747	54
19.10.2017_5.52.16	832978	334684	51610	55998	17825	38778	13766	15737	47
19.10.2017_5.52.17	66989	24877	4342	1790	683	1576	526	815	43
19.10.2017_5.52.18	1034674	41189	10832	11848	7336	5991	3178	1758	40
19.10.2017_5.52.19	281456	119771	35226	29729	22318	29881	17924	15682	47
19.10.2017_5.52.20	1238397	137915	38151	10534	18406	11285	5906	6524	57
19.10.2017_5.52.21	16199	21652	6661	11872	2486	4849	4052	2539	54
19.10.2017_5.52.22	10106	26659	5621	428	2982	4895	2597	4225	61
19.10.2017_5.52.23	34083	10054	4919	21142	2920	4019	3224	3162	64
19.10.2017_5.52.24	23934	63720	54967	48566	15129	4833	4620	4725	63
19.10.2017_5.52.25	61511	11312	2317	6817	1131	3029	402	1355	57
19.10.2017_5.52.26	69373	18242	5613	9025	6270	5997	6145	4258	57
19.10.2017_5.52.27	112446	51568	42341	18478	6110	8176	2664	1818	60
19.10.2017_5.52.28	46361	6826	10467	9991	7940	6955	5172	1767	56
19.10.2017_5.52.29	136548	94846	3263	5812	5645	3300	1507	840	69
19.10.2017_5.52.30	116500	30371	2856	1485	3150	3236	1237	550	60
19.10.2017_5.52.31	494018	57134	7408	4571	15658	6825	7362	2929	56
19.10.2017_5.52.32	4271	7259	2182	3324	2884	3775	6054	2447	57
19.10.2017_5.52.33	6103	6992	8278	7646	2457	7352	5532	2194	60
19.10.2017_5.52.34	116121	6722	7743	2403	1213	995	1259	1450	75
19.10.2017_5.52.35	59060	13478	5716	15127	9326	4245	3514	2787	70
19.10.2017_5.52.36	5955	22243	4062	6428	3465	2757	3591	2012	74
19.10.2017_5.52.37	1421	28536	15350	2882	1852	8183	3511	2910	63
19.10.2017_5.52.38	125495	18994	8400	8073	1123	2703	1348	1165	60
19.10.2017_5.52.39	25512	23177	7147	14018	8674	6102	2329	3179	60
19.10.2017_5.52.40	18538	45598	6282	42766	20416	13727	9322	4921	60
19.10.2017_5.52.41	1108420	244484	57840	29105	18874	7472	6262	8047	64
19.10.2017_5.52.42	175661	12187	8362	3838	3692	12678	2634	3751	51
19.10.2017_5.52.43	267852	34309	4914	4610	6248	6018	2921	1375	64
19.10.2017_5.52.44	41354	180324	8498	65026	10479	26932	13158	20154	64
19.10.2017_5.52.45	56593	13093	2294	16587	7057	2892	2757	1911	61
19.10.2017_5.52.46	71199	44203	17446	29270	31053	17501	18874	7570	70
19.10.2017_5.52.47	1606150	409555	57940	11760	15467	19853	12179	6204	64
19.10.2017_5.52.48	21212	12610	12463	12344	6941	9436	5788	11763	56
19.10.2017_5.52.49	30174	19132	8782	23872	17966	13175	6312	6209	61
19.10.2017_5.52.50	38796	23264	6435	39832	9112	15808	10677	11655	67
19.10.2017_5.52.51	54310	20200	6586	5250	3223	3590	2087	2597	69
19.10.2017_5.52.52	242443	94771	30058	48743	34540	18113	11004	4220	77
19.10.2017_5.52.53	85898	89142	6831	22158	5030	16095	10153	5369	70
19.10.2017_5.52.54	41904	17878	25129	18370	5246	6020	4392	3213	66
19.10.2017_5.52.55	77554	56549	20154	22412	18981	3354	4828	6319	61
19.10.2017_5.52.56	289640	132575	14148	7406	2060	6255	12395	4719	53
19.10.2017_5.52.57	440779	13661	11708	11561	26967	19153	3908	2677	47
19.10.2017_5.52.58	17883	10973	13572	5062	9368	8333	1566	5142	56
19.10.2017_5.52.59	159076	65911	16722	29225	5443	7509	6525	4107	63
19.10.2017_5.53.0	863904	192709	22899	11167	41167	33178	27940	15808	67
19.10.2017_5.53.1	617825	83452	69785	8867	19334	23342	10278	6034	77
19.10.2017_5.53.2	660244	76705	9439	48410	2933	6805	6725	3859	67
19.10.2017_5.53.3	519525	182717	18061	13372	13022	3878	2621	3333	56
19.10.2017_5.53.4	40886	33788	23297	19969	17776	5045	6013	3396	48
19.10.2017_5.53.5	10768	7388	20344	20459	7255	10572	3224	11216	41
19.10.2017_5.53.6	140081	24414	26736	28249	23428	11062	7439	2745	44
19.10.2017_5.53.7	244973	193476	228866	23016	40065	47747	24411	18624	51
19.10.2017_5.53.8	917534	73182	2880	5779	3195	4221	2750	2460	63
19.10.2017_5.53.9	252428	30424	7037	3246	6204	2684	1028	835	61
19.10.2017_5.53.10	87751	21368	9785	9173	5212	4753	1311	1445	54
19.10.2017_5.53.11	11784	7350	5560	12854	16632	23019	6722	7894	54
19.10.2017_5.53.12	55640	41703	10682	17976	8248	11639	13925	5194	67
19.10.2017_5.53.13	187656	74265	31597	71383	20760	27396	17209	6723	75
19.10.2017_5.53.14	331652	30414	6970	4066	4863	8775	3644	3812	80
19.10.2017_5.53.15	60085	131157	21116	21768	14371	6313	7909	6847	83
19.10.2017_5.53.16	58734	7956	2056	5414	3000	6459	1317	2218	63
19.10.2017_5.53.17	172512	8734	10500	2858	8562	3308	3240	1603	67
19.10.2017_5.53.18	347887	21914	799	9252	2733	3335	3410	3021	67
19.10.2017_5.53.19	17434	8663	19012	21203	21073	11349	7922	4840	63
19.10.2017_5.53.20	146908	27596	8585	38799	7382	7846	4112	6100	77
19.10.2017_5.53.21	16028	23487	2890	11895	3688	6119	2552	2837	67
19.10.2017_5.53.22	32965	61204	16824	4894	6124	11580	3127	3366	67
19.10.2017_5.53.23	42317	12859	12058	11116	6660	8692	3447	7951	69
19.10.2017_5.53.24	683595	123110	23482	46188	25379	16736	11831	8187	69
19.10.2017_5.53.25	272478	33091	9996	14483	17236	4629	5715	5122	67
19.10.2017_5.53.26	53407	16597	1951	13584	1976	4879	2106	5381	64
19.10.2017_5.53.27	64571	15404	4475	2973	9157	5424	4412	8654	64
19.10.2017_5.53.28	38480	52248	30725	17298	8849	11460	3694	2326	64
19.10.2017_5.53.29	1322181	57538	7265	12244	5889	4801	11020	6749	66
19.10.2017_5.53.30	654059	70835	13977	25920	14061	22281	8174	7796	64
19.10.2017_5.53.31	915013	39130	1830	6454	3619	1082	2888	2004	66
19.10.2017_5.53.32	3687	11923	18562	10749	5434	1892	962	2286	51
19.10.2017_5.53.33	3516	21663	61436	53412	3139	8670	2310	3516	44
19.10.2017_5.53.34	58779	67469	15761	15426	7623	3518	1032	1938	44
19.10.2017_5.53.35	74920	36787	16076	8265	2546	3997	1374	2562	34
19.10.2017_5.53.36	16894	9900	5673	20487	5615	5229	2549	3976	41
19.10.2017_5.53.37	94750	32411	27638	13097	8903	3299	4476	2144	48
19.10.2017_5.53.38	62724	9375	4904	17826	1845	3116	1653	2203	47
19.10.2017_5.53.39	394552	12975	3361	3345	6826	3381	458	786	53
19.10.2017_5.53.40	34776	63494	6881	11836	10551	7691	1180	16973	60
19.10.2017_5.53.41	149181	10476	8307	14217	3773	2147	1318	1739	56
19.10.2017_5.53.42	103114	19673	38210	32133	11764	10278	3873	15581	57
19.10.2017_5.53.43	27457	34166	16382	27216	26200	5305	5061	5366	60
19.10.2017_5.53.44	75489	76312	3651	3619	3144	4328	2609	1064	54
19.10.2017_5.53.45	48867	27930	1725	13373	860	1228	1191	694	50
19.10.2017_5.53.46	567316	88786	7030	4727	9788	11614	7729	3828	44
19.10.2017_5.53.47	107131	31840	14334	13519	7924	4247	3031	2883	44
19.10.2017_5.53.48	1235325	51613	84953	23171	15862	38582	8898	4925	44
19.10.2017_5.53.49	129511	139747	35719	25332	21174	16883	10325	7378	54
19.10.2017_5.53.50	194324	13563	2572	5055	3398	4357	2559	1487	63
19.10.2017_5.53.51	534519	47838	48275	25297	44031	5581	9787	10773	66
19.10.2017_5.53.52	659437	25618	15727	8487	8638	17653	11586	14247	63
19.10.2017_5.53.53	107089	26240	21340	26222	10763	10573	7876	10040	66
19.10.2017_5.53.54	27209	21721	23688	20392	12068	6619	5546	4258	69
19.10.2017_5.53.55	523066	71645	35917	27415	24524	17005	12497	6222	63
19.10.2017_5.53.56	1108865	282006	22069	26468	31891	55016	26388	11049	69
19.10.2017_5.53.57	27748	56789	9889	31814	8169	12677	4517	6766	64
19.10.2017_5.53.58	30335	32181	4085	31674	13124	6153	8792	9055	63
19.10.2017_5.53.59	16498	11207	15006	15425	11763	5946	2120	2747	63
19.10.2017_5.54.0	326660	15208	6421	13792	5404	1405	1302	1146	63
19.10.2017_5.54.1	7932	7968	8957	5010	9387	7426	4688	4047	51
19.10.2017_5.54.2	74674	25628	9610	7832	2969	2547	562	1260	60
19.10.2017_5.54.3	255182	5307	5671	6377	2089	3690	707	2673	56
19.10.2017_5.54.4	1054305	80081	16959	47650	13314	8290	1803	6208	60
19.10.2017_5.54.5	17416	35718	35964	29862	10529	7840	4432	10552	63
19.10.2017_5.54.6	57881	29133	14604	33735	22931	23162	5316	12620	53
19.10.2017_5.54.7	345073	84836	21741	19321	11086	15832	9570	6421	64
19.10.2017_5.54.8	29383	69393	2443	39963	18667	11131	7412	4753	61
19.10.2017_5.54.9	95162	42660	1507	8884	12964	3091	2361	1505	63
19.10.2017_5.54.10	15959	24523	22149	8777	7158	11314	2479	5124	60
19.10.2017_5.54.11	31708	9809	16121	8070	5437	11170	1963	5977	57
19.10.2017_5.54.12	85938	30830	33374	27538	9776	5878	4310	11289	63
19.10.2017_5.54.13	842300	145095	15337	31481	31173	8365	9882	13535	60
19.10.2017_5.54.14	10534	16900	29460	17816	9828	12397	16824	3992	57
19.10.2017_5.54.15	72030	6926	6569	8310	8435	2785	1604	2257	57
19.10.2017_5.54.16	5792	24368	11372	9263	7330	27734	7190	5253	51
19.10.2017_5.54.17	26959	26116	19876	32075	15965	16596	6604	11089	67
19.10.2017_5.54.18	9414	14642	4633	13335	6063	12115	9981	7870	80
19.10.2017_5.54.19	57586	4997	3202	8976	2422	2302	1919	3569	83
19.10.2017_5.54.20	100363	16075	9474	4935	5127	2385	2184	2504	83
19.10.2017_5.54.21	40259	56832	29746	4372	20999	8604	8564	7653	69
19.10.2017_5.54.22	106125	28369	8674	8718	4032	2990	1263	3173	63
19.10.2017_5.54.23	99195	179638	25796	35635	18275	11507	5288	7263	51
19.10.2017_5.54.24	19090	55217	5807	7197	13297	10062	7183	38893	44
19.10.2017_5.54.25	569214	105166	8035	8879	20376	14310	8828	39987	48
19.10.2017_5.54.25	198431	38468	21723	9635	14450	5547	4079	2934	48
19.10.2017_5.54.26	128125	8679	1173	1594	5454	3321	1157	1042	50
19.10.2017_5.54.27	122346	12807	2477	6178	4388	2969	963	1185	61
19.10.2017_5.54.28	72304	28787	13238	18155	32417	10381	4305	6493	61
19.10.2017_5.54.29	244556	185956	28687	34015	20121	9028	4680	1911	64
19.10.2017_5.54.30	114004	11010	10566	11127	9282	4784	1627	1512	60
19.10.2017_5.54.31	2401649	167617	19416	15223	26386	18819	7795	4958	54
19.10.2017_5.54.33	94166	14790	264	1491	1497	510	325	562	53
19.10.2017_5.54.33	193762	30522	5235	15225	9856	5145	5914	2174	40
19.10.2017_5.54.34	302357	388357	10050	22696	28549	16478	7843	8997	48
19.10.2017_5.54.35	93191	76010	10337	4632	4384	3866	4201	4428	40
19.10.2017_5.54.36	786771	26055	7401	12999	7077	8109	4971	1906	35
19.10.2017_5.54.37	135857	44405	34198	16887	8103	7378	5874	4168	48
19.10.2017_5.54.39	144374	105014	28322	24501	32519	12441	5739	6446	47
19.10.2017_5.54.39	146499	27468	12007	5759	3943	2218	2118	1410	50
19.10.2017_5.54.40	139777	77105	2441	7376	15270	9613	8399	5605	50
19.10.2017_5.54.41	700405	191475	55355	24083	13283	25635	15751	20209	48
19.10.2017_5.54.42	1893368	182948	57760	109927	39791	37249	36920	16668	48
19.10.2017_5.54.43	405730	110836	9927	14465	4422	5370	8299	10815	50
19.10.2017_5.54.44	271391	402072	25701	35470	25943	55262	10935	8691	48
19.10.2017_5.54.45	159754	91299	29270	23739	20922	25783	16505	21233	48
19.10.2017_5.54.46	130849	15047	2262	3016	1397	1720	397	857	53
19.10.2017_5.54.47	192489	16058	7282	11123	3189	6640	1635	626	51
19.10.2017_5.54.48	109250	66686	2986	1447	692	2567	461	270	61
19.10.2017_5.54.49	734095	51421	2333	13630	10458	7820	5503	4569	54
19.10.2017_5.54.50	81626	16173	5985	12729	3510	1683	382	413	51
19.10.2017_5.54.51	24269	7682	9428	2948	9521	1684	2790	4951	48
19.10.2017_5.54.52	166444	50846	5666	10167	12618	2644	3991	6363	43
19.10.2017_5.54.53	123978	127626	24121	66855	24776	12450	5358	9014	43
19.10.2017_5.54.54	74919	30920	13167	11380	8016	7004	13622	8130	38
19.10.2017_5.54.55	325846	197041	29914	61596	9385	21837	58621	12044	44
19.10.2017_5.54.56	1583824	128568	68019	47179	17115	64049	83856	29142	43
19.10.2017_5.54.57	121016	53083	5944	27502	5502	21200	9015	6495	56
19.10.2017_5.54.58	408201	97042	39158	14355	10928	17725	9520	15167	67
19.10.2017_5.54.59	338222	143658	33163	28349	15527	13797	14534	12049	66
19.10.2017_5.55.0	1157894	153325	181256	78368	115182	44850	21085	22984	66
19.10.2017_5.55.1	388513	105033	31133	59054	45905	23250	23736	39038	60
19.10.2017_5.55.2	72773	7923	8733	3388	2045	1828	1613	3960	54
19.10.2017_5.55.3	1345586	23672	35553	11849	26648	9495	9485	9765	53
19.10.2017_5.55.4	1272792	956516	432649	1523570	232113	405539	421686	145369	57
19.10.2017_5.55.5	499811	701483	1179912	303100	66855	157398	170719	272415	57
19.10.2017_5.55.6	904187	920901	62453	284650	166782	463922	138840	687390	57
19.10.2017_5.55.7	1736882	1773184	879864	937809	1007987	1022012	642623	1724936	57
19.10.2017_5.55.8	661995	910920	210454	512195	147878	219050	124714	625811	57
19.10.2017_5.55.9	751631	852608	112389	165115	35162	220785	158476	627262	57
