date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	
19.10.2017_5.42.23	9180	17028	14925	7383	5008	7263	3638	120512	69
19.10.2017_5.42.24	98709	6009	21483	10818	4490	2578	1322	26926	74
19.10.2017_5.42.25	629558	46299	19276	9739	3761	4298	3017	57022	70
19.10.2017_5.42.26	1218549	123089	53797	19472	4938	2774	2409	174960	70
19.10.2017_5.42.27	1354230	243287	34321	17463	10979	5293	4011	196251	60
19.10.2017_5.42.28	879292	88521	46512	34026	9548	10593	879	194441	43
19.10.2017_5.42.29	1938935	426831	48242	75862	34848	39564	10213	723284	43
19.10.2017_5.42.30	925993	57802	8290	5878	3450	3851	1354	58989	43
19.10.2017_5.42.31	1924111	113663	20152	39224	19116	14164	2007	255529	53
19.10.2017_5.42.32	101364	4318	654	2215	730	447	138	13536	64
19.10.2017_5.42.33	2113329	1614316	542418	18957	33907	69940	2472	973363	64
19.10.2017_5.42.34	414890	48934	11933	12867	4485	9540	4214	74732	60
19.10.2017_5.42.35	539522	58043	13547	15341	14045	5976	2082	86159	64
19.10.2017_5.42.36	291021	80993	45581	4672	19726	27721	1671	141111	63
19.10.2017_5.42.37	794940	602097	89945	51846	46612	156865	14098	811190	70
19.10.2017_5.42.38	1286183	343749	155530	28197	39466	71406	13384	665970	84
19.10.2017_5.42.39	652393	128392	56638	13521	6700	14470	2871	194596	84
19.10.2017_5.42.40	233132	263943	11783	46334	25539	81654	7882	785429	84
19.10.2017_5.42.41	586711	174409	58982	41258	9507	14578	3329	174586	88
19.10.2017_5.42.42	645177	915360	199832	37620	25929	276360	24294	1069136	78
19.10.2017_5.42.43	973799	1077758	80778	30569	12919	76240	8221	470082	83
19.10.2017_5.42.44	1647396	194068	58149	32984	32442	17681	6718	206590	81
19.10.2017_5.42.45	2222934	147856	23990	5867	56321	10952	16530	147891	70
19.10.2017_5.42.46	197749	143939	18376	7235	12218	1895	2067	114913	74
19.10.2017_5.42.47	1220462	29537	7065	28073	5293	16151	2491	184467	50
19.10.2017_5.42.48	654375	221910	21099	25910	11192	2603	1497	213291	60
19.10.2017_5.42.49	764003	119963	62322	12985	13566	3526	1215	188530	47
19.10.2017_5.42.50	1442426	207676	53244	56605	17967	14251	2500	194886	38
19.10.2017_5.42.51	2677841	688779	89758	105602	44189	14494	6300	826000	48
19.10.2017_5.42.52	1517326	163682	19853	46800	35001	6037	767	209923	29
19.10.2017_5.42.53	67692	4196	389	2856	3370	396	126	12618	37
19.10.2017_5.42.54	1032512	24080	14320	1583	2493	1178	743	49969	43
19.10.2017_5.42.55	225940	70557	17349	7973	5593	16971	1522	196569	41
19.10.2017_5.42.56	173828	50923	24896	7678	14650	7364	6067	31576	57
19.10.2017_5.42.57	959770	40066	36854	5586	10203	12829	6143	24398	66
19.10.2017_5.42.58	1007852	181409	59328	3366	20860	4588	4156	125251	75
19.10.2017_5.42.59	774886	1194463	62091	91336	50154	17256	9079	495039	70
19.10.2017_5.43.0	3386905	256868	8037	115033	47458	14715	7416	516146	51
19.10.2017_5.43.1	1245163	164637	268075	19080	47250	31941	10525	492683	47
19.10.2017_5.43.2	301870	42550	28008	27009	21724	20660	1833	15773	41
19.10.2017_5.43.3	353840	23903	3367	1390	2394	1522	331	8137	41
19.10.2017_5.43.4	1032913	57689	24453	9850	26938	8264	9815	25935	48
19.10.2017_5.43.5	784189	117520	54235	11242	4707	4980	3787	70277	48
19.10.2017_5.43.6	28487	7936	3517	4831	1964	6140	253	34291	53
19.10.2017_5.43.7	233494	759104	75670	20797	17087	119257	9924	597106	69
19.10.2017_5.43.8	442204	94058	41985	14638	5321	21598	547	143014	74
19.10.2017_5.43.9	518691	367372	57294	4306	20337	129815	4223	539944	81
19.10.2017_5.43.10	1395128	315482	73220	8830	42562	68980	4582	483068	97
19.10.2017_5.43.11	1325459	166180	56741	19598	32010	55875	2112	446886	93
19.10.2017_5.43.12	129337	35020	20013	2202	1548	7148	1084	99292	96
19.10.2017_5.43.13	538320	29366	35135	28144	13084	56318	4338	458333	94
19.10.2017_5.43.14	820200	557533	51936	18729	9187	52293	3317	511470	100
19.10.2017_5.43.15	240577	330710	47289	27917	13470	67924	2572	590084	94
19.10.2017_5.43.16	216789	359546	84190	36790	13187	109803	3845	582898	93
19.10.2017_5.43.17	817726	354456	227095	11686	15810	92163	5789	539682	97
19.10.2017_5.43.18	773406	439121	489418	13767	19304	237925	5784	831240	88
19.10.2017_5.43.19	884915	94164	197283	8883	13418	200844	8490	744612	94
19.10.2017_5.43.20	1130657	461813	175049	17040	22254	214088	6464	696789	100
19.10.2017_5.43.21	637468	347350	268367	39961	12130	93922	1992	694437	100
19.10.2017_5.43.22	84289	22128	29645	2811	2441	13807	325	108025	100
19.10.2017_5.43.23	114125	19105	6793	5686	5234	12373	439	81722	100
19.10.2017_5.43.24	1723146	1364501	229708	150290	85109	157104	16062	1415958	100
19.10.2017_5.43.25	162985	68279	31908	6090	3794	15803	1062	96719	93
19.10.2017_5.43.26	149709	48731	28726	7547	1887	11576	191	95717	94
19.10.2017_5.43.27	62475	32322	1123	1939	2507	2174	237	15873	91
19.10.2017_5.43.28	946151	249809	20072	83509	20822	8098	3901	250078	78
19.10.2017_5.43.29	613547	82969	18576	6861	8586	2882	362	65789	67
19.10.2017_5.43.30	546561	127456	25945	43667	14648	24993	2598	255324	54
19.10.2017_5.43.31	677204	24327	4811	9157	3789	3255	406	58633	53
19.10.2017_5.43.32	422351	21181	14943	5160	3902	3616	419	60736	54
19.10.2017_5.43.33	958683	199150	56688	14654	19965	8842	2619	224822	63
19.10.2017_5.43.34	770878	65904	25171	5303	5094	1946	441	54416	64
19.10.2017_5.43.35	2092108	343011	57761	15087	3805	29449	1310	218836	53
19.10.2017_5.43.36	111597	3278	3788	2319	1440	1397	114	23931	51
19.10.2017_5.43.37	54502	75294	2004	3137	5041	3684	451	64886	54
19.10.2017_5.43.38	5223	8467	1528	440	1111	7838	119	30079	57
19.10.2017_5.43.39	53029	6636	10182	1687	2973	2743	238	24971	83
19.10.2017_5.43.40	540805	158519	72314	25572	21559	72160	1837	485943	88
19.10.2017_5.43.41	175256	135010	14748	4531	7387	44887	1162	119808	93
19.10.2017_5.43.42	84425	24631	22566	2450	3940	11887	798	112578	100
19.10.2017_5.43.43	400277	215304	23656	16777	5406	41201	2507	419054	96
19.10.2017_5.43.44	229128	73509	12200	9250	2459	15657	633	103178	97
19.10.2017_5.43.45	271773	118312	21532	6927	6384	11785	1345	105462	94
19.10.2017_5.43.46	70309	31087	33529	2283	3542	14587	807	95114	87
19.10.2017_5.43.47	92196	59039	20908	17746	4317	11435	536	101689	84
19.10.2017_5.43.48	37864	18082	1453	873	911	1803	147	24717	83
19.10.2017_5.43.49	319523	50907	5034	4418	1576	8991	539	97580	78
19.10.201
