date_time	delta	theta	low_alpha	high_alpha	low_beta	high_beta	low_gamma	mid_gamma	
16.10.2017_4.38.5	556658	188641	47383	23975	10741	23539	927	229338	100
16.10.2017_4.38.6	183561	152462	91602	6208	8808	57512	1386	237070	84
16.10.2017_4.38.7	175329	78416	21243	3112	7598	62138	2301	209566	81
16.10.2017_4.38.8	785673	50843	49458	10448	3455	39011	1641	226553	90
16.10.2017_4.38.9	362472	347292	240918	16115	4515	234632	4654	898590	94
16.10.2017_4.38.10	515148	1385498	35304	8326	16204	221103	3295	867924	100
16.10.2017_4.38.11	237991	289424	60690	12279	4670	48678	1086	226231	100
16.10.2017_4.38.12	18556	15074	11467	1450	1616	17088	256	62795	87
16.10.2017_4.38.13	588010	80550	49736	18648	5025	52440	3771	271566	93
16.10.2017_4.38.14	291960	113815	28466	13295	8731	46328	1791	249214	90
16.10.2017_4.38.15	294677	105900	53360	8389	11240	59284	1392	240294	97
16.10.2017_4.38.16	703590	381568	226133	34621	14775	191602	6433	932747	100
16.10.2017_4.38.17	283203	131487	69643	10636	8879	75351	1627	225171	100
16.10.2017_4.38.18	658214	260497	68298	7911	7313	67243	1276	232622	100
16.10.2017_4.38.19	1300074	656156	64364	99358	19562	121015	4135	950790	100
16.10.2017_4.38.20	958063	245575	387306	20707	8251	121485	9429	863179	88
16.10.2017_4.38.21	985364	286603	109889	20629	33807	138670	4860	950026	81
16.10.2017_4.38.22	193964	117100	7943	12126	9870	35385	2251	204003	80
16.10.2017_4.38.23	459418	190519	34608	4901	10987	56995	1657	209401	81
16.10.2017_4.38.24	82067	18241	14431	732	1767	7950	284	57609	87
16.10.2017_4.38.25	581746	255265	47138	5263	3195	46471	1424	227367	88
16.10.2017_4.38.26	157524	37343	7882	982	1210	10393	534	53749	78
16.10.2017_4.38.27	264356	32286	54794	13411	4485	48339	2081	217576	78
16.10.2017_4.38.28	867424	124058	16629	2591	12208	52975	1903	208719	87
16.10.2017_4.38.29	150233	68088	57251	3158	12826	61124	1505	236522	93
16.10.2017_4.38.30	211963	39646	14544	1987	1592	8508	312	57944	100
16.10.2017_4.38.31	229801	138304	46889	12859	6648	31083	479	231831	100
16.10.2017_4.38.32	1209063	455000	118704	20347	15829	128122	6593	901778	90
16.10.2017_4.38.33	145280	245137	23027	20170	5022	53926	1140	240698	83
16.10.2017_4.38.34	476713	716637	105139	19828	11590	125580	6530	993693	69
16.10.2017_4.38.35	423005	266659	117287	6396	3513	29368	1493	242363	69
16.10.2017_4.38.36	91806	44859	57506	9543	4120	71151	936	276784	60
16.10.2017_4.38.37	1530184	450096	253191	37414	17343	279308	6980	987681	74
16.10.2017_4.38.38	1053304	106650	50145	23342	6506	31943	2488	256511	81
16.10.2017_4.38.39	53026	27973	5290	6570	1982	13190	775	59375	83
16.10.2017_4.38.40	410098	448788	196662	59820	13440	146714	7797	983220	100
16.10.2017_4.38.41	1950473	230510	140390	31615	63531	255195	12364	1025836	87
16.10.2017_4.38.42	121829	39775	13877	5719	2597	24773	279	86118	93
16.10.2017_4.38.43	199688	88462	152759	5254	1728	139274	2526	418973	100
16.10.2017_4.38.44	1735381	272363	19269	211234	10116	101680	1694	423939	100
16.10.2017_4.38.45	511746	141535	117666	7242	9269	76503	2298	327358	100
16.10.2017_4.38.46	544668	149792	60537	2548	9455	71295	2921	270319	97
16.10.2017_4.38.47	555094	1435093	189366	55700	8353	374867	6967	1503443	94
16.10.2017_4.38.48	67179	89591	14642	13644	2354	27388	694	102309	84
16.10.2017_4.38.49	1494417	1546140	215690	105672	11959	448559	4077	1527691	87
16.10.2017_4.38.50	2590028	529608	351695	49980	13934	493396	16886	1561915	84
16.10.2017_4.38.51	109424	20073	9135	7496	2300	23066	698	86968	90
16.10.2017_4.38.52	988491	383478	34647	18231	11116	33642	2701	266060	100
16.10.2017_4.38.53	444962	225542	46254	23780	9280	50181	780	297463	90
16.10.2017_4.38.54	49313	112675	25855	5762	562	21907	405	86819	84
16.10.2017_4.38.55	274953	172619	54396	24064	3562	104906	2280	355367	69
16.10.2017_4.38.56	607584	285950	33474	44914	4643	130926	1198	410902	63
16.10.2017_4.38.57	689130	92808	42637	95404	7278	160865	7571	451913	81
16.10.2017_4.38.58	1206536	267188	85938	20620	6624	134185	4749	620848	100
16.10.2017_4.38.59	2859945	1370706	562155	40312	10028	549220	8856	1862713	100
16.10.2017_4.39.0	1823740	387407	85701	37605	4984	67576	2715	326844	100
16.10.2017_4.39.1	1240874	1011862	30323	199113	10176	448602	9008	1416104	94
16.10.2017_4.39.2	619503	161685	40450	17407	10276	27838	1685	322293	87
16.10.2017_4.39.3	294185	102816	24161	37541	6047	96438	4606	321104	74
16.10.2017_4.39.4	1499644	1408445	345740	71886	13748	444582	11929	1476105	81
16.10.2017_4.39.5	1862946	688684	325852	86932	23744	260091	9027	1405099	90
16.10.2017_4.39.6	163229	328022	43282	4729	7005	53977	1414	293274	83
16.10.2017_4.39.7	2814252	550862	185544	34980	14648	136284	7904	1043842	87
16.10.2017_4.39.8	572924	116143	73263	11757	17331	54148	903	275273	74
16.10.2017_4.39.9	481022	298992	90423	43564	11348	130861	4408	964130	74
16.10.2017_4.39.10	576382	92752	41385	5386	4146	66405	1608	243471	77
16.10.2017_4.39.11	647909	194370	66105	3554	8086	46379	1911	280463	93
16.10.2017_4.39.12	339689	133802	161359	20504	3003	65166	2754	300982	90
16.10.2017_4.39.13	516615	156095	19437	19625	3847	33338	5172	248335	87
16.10.2017_4.39.14	1172804	759499	171720	33453	34049	244621	5391	912351	81
16.10.2017_4.39.15	839112	202970	150322	8898	32571	213085	6452	1052073	74
16.10.2017_4.39.16	227867	38775	21732	14181	2285	54573	2313	244788	90
16.10.2017_4.39.17	1008333	816210	82242	58567	25595	108013	4238	915290	100
16.10.2017_4.39.18	163502	44371	9414	4811	1310	6642	217	61149	96
16.10.2017_4.39.19	101322	6019	5119	8815	991	17575	446	69977	87
16.10.2017_4.39.20	786198	730630	308076	64460	12474	120181	6039	1314656	87
16.10.2017_4.39.21	1381783	444781	252696	273988	16986	367191	8946	1442688	61
16.10.2017_4.39.22	879830	239664	76226	28672	3815	69231	878	338657	75
16.10.2017_4.39.23	683670	185920	59694	27727	5279	55180	1909	339301	80
16.10.2017_4.39.24	1193332	368478	303451	175647	5687	188354	3745	1312853	63
16.10.2017_4.39.25	1072046	897505	361957	57609	40922	301130	8678	1400992	70
16.10.2017_4.39.26	1183620	117967	101485	23380	8929	80289	1640	351604	64
16.10.2017_4.39.27	389163	215011	101244	22895	3100	72368	2037	303116	69
16.10.2017_4.39.28	226369	108708	120195	8790	5442	66240	954	329056	70
16.10.2017_4.39.29	343752	663341	160304	22622	20282	42775	1693	357478	75
16.10.2017_4.39.30	779615	327748	67473	29765	4960	84795	3380	352587	57
16.10.2017_4.39.31	787252	1249759	211691	75942	5028	357785	10983	1300466	53
16.10.2017_4.39.32	1697268	831678	244797	51979	34908	414035	5475	1338453	53
16.10.2017_4.39.33	906979	961744	193469	55249	24471	284223	8116	1033960	54
16.10.2017_4.39.34	155967	381775	45944	48101	7088	52253	1225	340072	70
16.10.2017_4.39.35	880587	177195	76680	7987	9134	99734	2250	372164	63
16.10.2017_4.39.36	989237	226235	52731	13830	2332	81019	1697	285198	69
16.10.2017_4.39.37	41698	55262	28341	5123	2704	11059	311	77711	66
16.10.2017_4.39.38	1575635	256496	88942	14267	13120	330168	6862	1009865	60
16.10.2017_4.39.39	510126	105701	47489	2201	3185	46159	3121	274609	84
16.10.2017_4.39.40	747990	131604	100528	14263	10967	40934	1031	274023	83
16.10.2017_4.39.41	898563	277919	97538	5984	6880	39094	1076	288549	77
16.10.2017_4.39.42	211834	105432	15939	2986	2993	16528	684	71796	74
16.10.2017_4.39.43	84366	29261	12304	10622	2915	5595	1234	35700	74
16.10.2017_4.39.44	364222	79736	50922	28832	7988	17244	4770	25739	48
16.10.2017_4.39.45	836754	122726	91678	100217	12167	24183	21675	211389	38
16.10.2017_4.39.46	1175582	129034	48723	19663	20762	6427	3455	137782	29
16.10.2017_4.39.47	1401503	571080	49318	19514	11841	8407	7554	170928	14
16.10.2017_4.39.48	1246021	122117	91502	18634	24106	16451	20767	168250	1
16.10.2017_4.39.49	206339	35806	11906	2595	4015	4858	1565	100067	1
16.10.2017_4.39.50	826464	190746	40266	7539	17533	17499	4767	257887	3
16.10.2017_4.39.51	2016074	93995	41163	48285	45253	9279	8513	518316	16
16.10.2017_4.39.52	2158313	261792	90637	50415	34236	16879	3905	565289	29
16.10.2017_4.39.53	1853180	250296	19760	31217	7769	10621	2080	155292	24
16.10.2017_4.39.54	61166	100616	9214	3448	5287	2300	728	36853	14
16.10.2017_4.39.55	1436197	98229	32294	18171	6482	21064	2836	226304	1
16.10.2017_4.39.56	3485033	351026	23934	71994	29777	18039	9733	64674	11
16.10.2017_4.39.57	825358	252384	12240	7755	22597	30510	6995	147042	11
16.10.2017_4.39.58	159303	5016	1669	327	661	1149	133	9428	20
16.10.2017_4.39.59	202473	33469	10075	6103	8407	1129	615	39723	35
16.10.2017_4.40.0	797684	177183	7302	3053	26736	9957	5604	639283	37
16.10.2017_4.40.1	319326	24743	2380	5126	2655	670	294	39266	26
16.10.2017_4.40.2	377407	10305	8809	6250	3097	1477	413	37752	10
16.10.2017_4.40.3	199121	65497	42222	8151	10206	4737	963	157281	1
16.10.2017_4.40.4	1877343	576077	84597	51277	57031	38499	6706	569259	7
16.10.2017_4.40.5	858657	207108	36050	63329	19956	30678	3155	273994	7
16.10.2017_4.40.6	2105378	260333	63024	38472	19642	21778	7360	337389	23
16.10.2017_4.40.7	965068	488263	114312	77882	48807	11351	7532	351149	23
16.10.2017_4.40.8	49471	23310	12016	12376	11160	6526	2649	320400	13
16.10.2017_4.40.9	77943	26842	9100	8954	11756	6726	3538	405773	23
16.10.2017_4.40.10	1061593	133404	37226	156614	16174	27243	10137	348972	27
16.10.2017_4.40.11	1661298	1068671	89321	185585	77128	86613	8880	748064	30
16.10.2017_4.40.12	292815	50934	25285	11412	4435	14604	997	108458	44
16.10.2017_4.40.13	71570	24624	5165	2724	737	4614	316	48008	48
16.10.2017_4.40.14	1021720	324814	12842	66508	1981	122306	2024	345251	47
16.10.2017_4.40.15	81653	49730	13151	4838	1137	17298	285	89862	57
16.10.2017_4.40.16	318382	140097	7898	82901	2334	145162	1697	360569	74
16.10.2017_4.40.17	1470008	181668	102882	74711	6922	90364	1826	409223	84
16.10.2017_4.40.17	342721	400843	82508	53910	3210	116926	2395	404165	90
16.10.2017_4.40.19	320478	33053	3996	45128	2976	24963	351	96907	87
16.10.2017_4.40.20	583963	275949	7539	63733	3642	154980	3944	407571	88
16.10.2017_4.40.21	627757	469223	89460	9488	4706	109436	3801	409121	87
16.10.2017_4.40.21	130833	136369	4957	35015	2412	32201	717	100442	83
16.10.2017_4.40.22	728564	251985	33570	53974	12905	176587	4108	406301	83
16.10.2017_4.40.24	1401236	1111436	458409	93489	32241	332327	10311	1593560	91
16.10.2017_4.40.24	109695	65978	12151	13419	2366	22220	1159	90842	88
16.10.2017_4.40.26	199119	193297	15315	116815	2883	132874	2143	348211	81
16.10.2017_4.40.26	1081560	141234	120316	8789	5094	56441	1779	275449	90
16.10.2017_4.40.27	679476	287366	77317	18053	3452	56004	1035	293296	80
16.10.2017_4.40.28	888008	129149	139202	7521	7537	85506	1796	285865	77
16.10.2017_4.40.29	536389	697110	248443	35926	6877	164393	7275	1031275	80
16.10.2017_4.40.30	2093691	825750	287077	46037	11298	222251	8725	1116824	69
16.10.2017_4.40.31	562287	109100	98527	21724	10267	44324	1033	228221	69
16.10.2017_4.40.32	381286	183206	43694	6858	6776	35406	1935	240289	74
16.10.2017_4.40.33	1673932	392803	217465	29364	33241	220922	8995	826909	66
16.10.2017_4.40.34	135858	3933	2235	1237	2216	1056	358	7447	74
16.10.2017_4.40.35	353960	203009	36882	23378	22350	17566	4464	76684	69
16.10.2017_4.40.36	164460	34064	6851	5257	7523	13652	5397	94133	60
16.10.2017_4.40.37	565122	72152	22505	6463	4509	653	1252	41524	66
16.10.2017_4.40.38	154627	70142	18499	4992	10595	6573	8093	173691	34
16.10.2017_4.40.39	123042	63520	16778	2210	3821	4334	2533	45803	29
16.10.2017_4.40.40	105123	9759	7718	1806	2993	1902	1366	44063	30
16.10.2017_4.40.41	513677	270953	98184	15835	58757	11383	9273	149435	24
16.10.2017_4.40.42	250754	189029	46486	13991	30252	12565	4864	170777	37
16.10.2017_4.40.43	185136	78411	15802	7620	16146	4722	1987	187993	35
16.10.2017_4.40.44	515480	252004	37795	1729	19934	10620	17050	114717	34
16.10.2017_4.40.45	63110	47012	7469	10963	25565	8338	6622	207811	24
16.10.2017_4.40.46	427376	108342	22804	6521	20367	8190	12052	167385	38
16.10.2017_4.40.47	282133	9310	15607	2943	8193	4502	3715	41804	40
16.10.2017_4.40.48	872409	48178	1244	28413	38683	11005	4367	135836	50
16.10.2017_4.40.49	16769	48820	13682	5322	10762	5640	4212	177270	60
16.10.2017_4.40.50	23363	40708	13718	5765	3651	9012	6532	159714	56
16.10.2017_4.40.51	102214	15569	2711	5872	8117	1250	514	9390	63
16.10.2017_4.40.52	63159	28984	6581	6955	9873	10539	2241	160063	54
16.10.2017_4.40.53	361980	31687	3623	7893	15411	4717	1187	38764	60
16.10.2017_4.40.54	1237779	153328	11057	52640	5704	11083	10707	104988	61
16.10.2017_4.40.55	155588	69169	11803	10803	11674	4716	3243	146974	53
16.10.2017_4.40.56	711830	253356	23705	28974	50749	9802	6096	115619	53
16.10.2017_4.40.57	370564	178228	60060	39274	42955	29672	7800	194952	35
16.10.2017_4.40.58	129243	24455	12459	34506	9531	14092	9124	114195	35
16.10.2017_4.40.59	43463	29994	10638	28001	4050	5362	4144	157356	47
16.10.2017_4.41.0	1061053	148925	12782	54984	21159	7244	9269	197719	50
16.10.2017_4.41.1	22119	36989	10039	17207	18488	7829	5680	188709	50
16.10.2017_4.41.2	103090	22283	9751	8825	5351	5232	8877	203434	51
16.10.2017_4.41.3	38253	46285	2272	3132	2698	1474	866	47247	48
16.10.2017_4.41.4	102761	92194	15039	14978	19368	8931	5435	213719	40
16.10.2017_4.41.5	24951	59995	16875	6340	15614	7976	13302	224033	47
16.10.2017_4.41.6	735322	226489	44026	34462	30578	8632	4087	243654	44
16.10.2017_4.41.7	83339	14172	4973	2450	2553	1331	1754	57687	30
16.10.2017_4.41.8	262392	20878	4526	8243	23488	11067	1300	43182	38
16.10.2017_4.41.9	137664	51609	12004	5324	3728	5264	2739	50812	50
16.10.2017_4.41.10	448818	279511	16856	26730	20973	12005	11033	158719	48
16.10.2017_4.41.11	2440479	98940	10962	48625	55416	7166	3534	60108	50
16.10.2017_4.41.12	546916	72327	13228	15540	15225	8229	3165	44493	47
16.10.2017_4.41.13	57214	86779	4470	11644	12435	4988	5478	308438	37
16.10.2017_4.41.14	144084	92991	60112	22039	12083	2450	4464	436944	34
16.10.2017_4.41.15	96109	23801	5317	9769	4057	1339	490	34141	24
16.10.2017_4.41.16	177774	17462	4983	843	532	1139	591	40040	23
16.10.2017_4.41.17	1053553	215351	7859	105216	62063	11330	3425	257332	17
16.10.2017_4.41.18	102253	9874	7918	1652	668	711	211	12351	14
16.10.2017_4.41.19	1420146	402762	42161	10954	23029	23147	8204	145209	23
16.10.2017_4.41.20	113348	21814	15643	5116	4910	1637	2041	38218	26
16.10.2017_4.41.21	144095	13362	7116	2130	3217	3119	2245	36770	24
16.10.2017_4.41.22	753422	220963	53162	25138	22353	12328	9651	203610	37
16.10.2017_4.41.23	287394	58910	66651	12853	11053	6470	3641	233843	37
16.10.2017_4.41.24	2818889	79374	43947	28791	16090	2702	2180	39211	35
16.10.2017_4.41.25	502292	222957	65599	38592	20126	12466	13710	170294	35
16.10.2017_4.41.26	812746	89689	19950	6871	17062	6419	6114	55853	37
16.10.2017_4.41.27	442629	109705	13450	7086	16628	7962	5577	247151	27
16.10.2017_4.41.28	1861436	253918	58534	52723	96271	12931	9269	327434	30
16.10.2017_4.41.29	1374035	135759	5267	66629	12606	6716	3311	248349	29
16.10.2017_4.41.30	323397	89269	30573	42835	20774	18581	2089	12020	27
16.10.2017_4.41.31	529287	471705	33903	21300	31041	14574	10557	172977	35
16.10.2017_4.41.32	170719	154360	43471	31935	47179	8974	11124	212369	27
16.10.2017_4.41.33	151792	27012	30561	18420	5088	3795	5430	303650	27
16.10.2017_4.41.34	313877	64092	10162	13421	3622	7843	12558	173411	30
16.10.2017_4.41.35	1050337	218090	66042	85771	19382	19192	5760	307248	29
16.10.2017_4.41.36	924255	58718	63385	15398	2479	11457	6271	51905	35
16.10.2017_4.41.37	894088	176073	666	70718	26582	24869	7480	280055	41
16.10.2017_4.41.38	663634	32556	31721	5890	6861	1726	5063	90332	48
16.10.2017_4.41.39	480826	52405	10483	17146	24289	19617	4928	329249	37
16.10.2017_4.41.40	97366	4147	1933	2826	1915	1667	2311	93764	50
16.10.2017_4.41.41	1443033	121470	34031	17803	35430	8548	6370	376533	56
16.10.2017_4.41.42	1834100	268537	7668	32180	12711	12818	3162	311946	51
16.10.2017_4.41.43	91090	37449	36970	4171	964	3683	4379	268687	56
16.10.2017_4.41.44	156856	37001	19441	14499	7155	6504	7419	280774	41
16.10.2017_4.41.45	121713	50471	938	36140	17179	7245	1678	272980	35
16.10.2017_4.41.46	726940	228616	16984	112192	51024	25873	7084	297520	40
16.10.2017_4.41.47	1410114	284890	50490	18312	72187	38056	5368	317743	44
16.10.2017_4.41.48	323687	195658	15020	27018	12425	13207	4542	227239	51
16.10.2017_4.41.49	38999	67406	21138	18014	6187	4464	9393	221230	48
16.10.2017_4.41.50	556566	148840	107735	17899	62921	37522	8139	380496	41
16.10.2017_4.41.51	422967	137074	29149	16780	16138	15816	10090	414077	47
16.10.2017_4.41.52	726773	51405	11062	17948	28952	8058	9920	341750	44
16.10.2017_4.41.53	130298	36426	2387	2246	4353	1879	1806	69484	50
16.10.2017_4.41.54	1433062	216888	17782	27603	14007	15651	15127	248430	50
16.10.2017_4.41.55	137424	103640	35803	27393	10089	18563	6929	276240	43
16.10.2017_4.41.56	16303	57005	38225	3261	18519	7093	5046	247299	44
16.10.2017_4.41.57	840288	215727	33264	18781	13683	17901	6194	245206	41
16.10.2017_4.41.58	534149	63039	16923	3102	5912	3871	1583	67315	44
16.10.2017_4.41.59	123660	158875	78799	28940	65833	6000	4570	325951	43
16.10.2017_4.42.0	553739	794909	86489	23659	39977	44392	4956	433920	27
16.10.2017_4.42.1	1010986	67622	42344	59496	21622	17334	5297	63572	26
16.10.2017_4.42.2	849156	149375	202128	40228	28963	26629	8432	225507	29
16.10.2017_4.42.3	296270	13498	6367	11878	5864	2248	1436	57998	35
16.10.2017_4.42.4	81819	12955	3354	5132	5183	2080	1892	52298	44
16.10.2017_4.42.5	242066	19455	708	2062	2031	534	412	17796	51
16.10.2017_4.42.6	102385	34525	15686	10511	8403	4513	3084	281113	40
16.10.2017_4.42.7	364018	19013	7202	16675	7608	3552	693	55502	40
16.10.2017_4.42.8	535607	95294	12626	47647	34045	7943	6506	252470	41
16.10.2017_4.42.9	1419917	32775	65926	26571	24646	5511	6838	234411	37
16.10.2017_4.42.10	495220	93602	3599	20425	28120	14136	4032	207878	40
16.10.2017_4.42.11	208540	112136	64981	34823	27913	8856	5239	228259	44
16.10.2017_4.42.12	179334	111531	33226	12376	7096	10986	4194	276715	40
16.10.2017_4.42.13	206301	28168	11846	3624	5561	2784	1206	20563	41
16.10.2017_4.42.14	1892660	314190	57829	36536	26020	11077	4767	187883	44
16.10.2017_4.42.15	569422	53309	9333	27173	3233	19046	10169	11012	34
16.10.2017_4.42.16	1142366	88613	53280	8748	24378	9895	4716	1289	34
16.10.2017_4.42.17	746505	267785	136265	87076	43861	28098	9300	1892	34
16.10.2017_4.42.18	302325	56689	4187	3399	4083	3464	729	543	34
16.10.2017_4.42.19	498031	165787	6149	14005	9338	5844	1213	948	35
16.10.2017_4.42.20	656571	74649	23498	44186	13438	9738	1882	988	27
16.10.2017_4.42.21	2735405	1298355	154692	237042	129249	85079	47269	16425	27
16.10.2017_4.42.22	1513761	34590	3010	19501	11305	4783	1030	765	27
16.10.2017_4.42.23	631573	56294	13478	27297	6086	5086	2562	1720	29
16.10.2017_4.42.24	1439272	67428	10177	31795	16416	2923	2508	1588	37
16.10.2017_4.42.25	283185	613371	55074	150902	31753	22764	4838	2002	29
16.10.2017_4.42.26	2317305	76860	9337	33621	31757	4030	4590	2949	29
16.10.2017_4.42.27	452751	21397	12278	4660	3425	2577	761	8236	30
16.10.2017_4.42.28	168648	132230	4164	32306	7511	10011	1692	59185	30
16.10.2017_4.42.29	893557	960561	193430	85071	75721	23772	19685	259837	27
16.10.2017_4.42.30	1012658	135660	8941	11076	4013	10278	881	44650	20
16.10.2017_4.42.31	961243	181492	105449	66129	14249	18802	7455	194522	27
16.10.2017_4.42.32	546647	36687	18534	10196	3320	5956	1100	47345	35
16.10.2017_4.42.33	2252390	639224	89286	159291	66353	109953	16785	1020393	38
16.10.2017_4.42.34	710351	47376	12593	7684	4178	1128	1134	35786	54
16.10.2017_4.42.35	514943	719710	9972	34383	4584	8792	1581	144155	41
16.10.2017_4.42.36	1138266	1452918	257348	59088	112610	31865	17937	381568	26
16.10.2017_4.42.37	1362556	326533	326693	16560	32901	15680	11481	197808	13
16.10.2017_4.42.38	205674	145717	12358	4270	13913	7815	4896	44856	1
16.10.2017_4.42.39	964138	59942	12257	5923	29073	8600	3806	37404	10
16.10.2017_4.42.40	2080658	128598	53351	68862	28898	17145	13949	190766	29
16.10.2017_4.42.41	1799907	109131	41638	14743	7008	7101	15172	179062	41
16.10.2017_4.42.42	89690	19061	4380	4662	4282	1177	772	10691	47
16.10.2017_4.42.43	362239	138901	32081	16474	17690	16859	10307	158470	44
16.10.2017_4.42.44	1405780	185350	56239	31516	11440	39493	35568	158966	43
16.10.2017_4.42.45	126140	30793	28346	28526	19314	10499	15246	212089	48
16.10.2017_4.42.46	821921	155514	24993	3296	8889	7510	3534	38690	57
16.10.2017_4.42.47	63735	3831	645	1498	1465	1034	328	10439	57
16.10.2017_4.42.48	138000	96494	11021	30756	9456	2063	4618	47845	64
16.10.2017_4.42.49	1740256	68559	12979	14976	22456	10521	14500	44547	44
16.10.2017_4.42.50	833856	54160	6321	13989	8553	5053	2089	47572	44
16.10.2017_4.42.51	1191171	364967	93092	33656	22831	11443	17845	157351	48
16.10.2017_4.42.52	2015717	453904	81225	148614	22849	14509	31426	221495	29
16.10.2017_4.42.53	1365643	38776	26989	24158	17024	8344	2902	81946	30
16.10.2017_4.42.54	725825	424442	18797	4953	8243	9121	11719	259853	30
16.10.2017_4.42.55	276550	164622	61045	10820	24749	8151	8006	196902	21
16.10.2017_4.42.56	311340	265607	36979	10410	32650	9281	8035	172454	24
16.10.2017_4.42.57	106398	15613	2918	1476	1747	764	1283	8313	27
16.10.2017_4.42.58	1074434	107445	5938	3111	12522	3756	3482	44945	20
16.10.2017_4.42.59	144728	83603	5285	12181	8539	5954	1221	11928	23
16.10.2017_4.43.0	560424	52687	12021	7633	4277	2260	778	9488	23
16.10.2017_4.43.1	631054	13842	14508	15116	7916	5704	2192	57102	23
